Gene,ModelName,Beta,FDR,Significant
FCSK,921_NE,0.15702,0.89249,0
FCSK,Mel202_NE,0.083069,0.82932,0
FCSK,Mel270_NE,0.030022,0.92961,0
FCSK,Mel285_NE,0.022858,0.99967,0
FCSK,MP38_NE,-0.0463,0.94436,0
FCSK,MP41_NE,0.017603,0.95058,0
FCSK,MP46_NE,-0.062608,0.89137,0
FCSK,OMM1_NE,-0.067812,0.95227,0
FCSK,OMM23_NE,-0.13376,0.85179,0
FCSK,OMM25_NE,-0.041257,0.97479,0
FUNDC1,921_NE,-0.043568,0.94314,0
FUNDC1,Mel202_NE,0.21577,0.41384,0
FUNDC1,Mel270_NE,-0.075776,0.9181,0
FUNDC1,Mel285_NE,-0.040453,0.92288,0
FUNDC1,MP38_NE,0.12064,0.66476,0
FUNDC1,MP41_NE,0.13801,0.57131,0
FUNDC1,MP46_NE,0.086672,0.83734,0
FUNDC1,OMM1_NE,0.11815,0.71206,0
FUNDC1,OMM23_NE,-0.033301,0.98327,0
FUNDC1,OMM25_NE,0.14939,0.61924,0
FUNDC2,921_NE,-0.0082988,0.97018,0
FUNDC2,Mel202_NE,0.055059,0.89078,0
FUNDC2,Mel270_NE,-0.078441,0.91606,0
FUNDC2,Mel285_NE,-0.044679,0.91813,0
FUNDC2,MP38_NE,-0.12922,0.80364,0
FUNDC2,MP41_NE,-0.01836,0.99388,0
FUNDC2,MP46_NE,0.052878,0.92073,0
FUNDC2,OMM1_NE,0.055989,0.90111,0
FUNDC2,OMM23_NE,-0.028789,0.98493,0
FUNDC2,OMM25_NE,-0.064647,0.95237,0
FUOM,921_NE,0.36732,0.54423,0
FUOM,Mel202_NE,0.23176,0.35712,0
FUOM,Mel270_NE,0.193,0.47146,0
FUOM,Mel285_NE,0.10114,0.89687,0
FUOM,MP38_NE,0.18053,0.35704,0
FUOM,MP41_NE,0.12506,0.62077,0
FUOM,MP46_NE,0.036985,0.9517,0
FUOM,OMM1_NE,0.14837,0.59689,0
FUOM,OMM23_NE,0.15775,0.51213,0
FUOM,OMM25_NE,0.28356,0.13267,0
FURIN,921_NE,0.39062,0.48398,0
FURIN,Mel202_NE,0.27751,0.20659,0
FURIN,Mel270_NE,-0.082766,0.91004,0
FURIN,Mel285_NE,-0.081159,0.85752,0
FURIN,MP38_NE,0.037871,0.92852,0
FURIN,MP41_NE,0.1214,0.63569,0
FURIN,MP46_NE,0.062579,0.89929,0
FURIN,OMM1_NE,-0.030859,0.98814,0
FURIN,OMM23_NE,-0.0020961,0.99122,0
FURIN,OMM25_NE,0.093733,0.80899,0
FUS,921_NE,-0.14185,0.84726,0
FUS,Mel202_NE,0.20508,0.45167,0
FUS,Mel270_NE,-0.34771,0.48764,0
FUS,Mel285_NE,0.023542,0.9985,0
FUS,MP38_NE,-0.025688,0.97762,0
FUS,MP41_NE,-0.0012876,0.97899,0
FUS,MP46_NE,0.041104,0.94583,0
FUS,OMM1_NE,-0.05162,0.96846,0
FUS,OMM23_NE,0.11369,0.71502,0
FUS,OMM25_NE,-0.20373,0.74748,0
FUT1,921_NE,0.036735,0.99944,0
FUT1,Mel202_NE,0.12586,0.71796,0
FUT1,Mel270_NE,0.035704,0.9181,0
FUT1,Mel285_NE,0.1341,0.81681,0
FUT1,MP38_NE,0.041895,0.92425,0
FUT1,MP41_NE,-0.048956,0.94839,0
FUT1,MP46_NE,0.026495,0.96771,0
FUT1,OMM1_NE,-0.028671,0.99001,0
FUT1,OMM23_NE,2.3625e-4,0.98797,0
FUT1,OMM25_NE,-0.02908,0.98669,0
FUT10,921_NE,-0.096686,0.89277,0
FUT10,Mel202_NE,-0.11427,0.90017,0
FUT10,Mel270_NE,0.083658,0.82922,0
FUT10,Mel285_NE,0.26678,0.42971,0
FUT10,MP38_NE,0.12455,0.65182,0
FUT10,MP41_NE,0.14489,0.54439,0
FUT10,MP46_NE,0.12623,0.67151,0
FUT10,OMM1_NE,0.30011,0.054478,0
FUT10,OMM23_NE,0.20941,0.27298,0
FUT10,OMM25_NE,0.22502,0.31052,0
FUT11,921_NE,-0.0074295,0.97086,0
FUT11,Mel202_NE,-0.06343,0.96495,0
FUT11,Mel270_NE,-0.032792,0.98273,0
FUT11,Mel285_NE,-0.13814,0.74842,0
FUT11,MP38_NE,-0.14187,0.77446,0
FUT11,MP41_NE,-0.096511,0.86401,0
FUT11,MP46_NE,-0.09788,0.80667,0
FUT11,OMM1_NE,-0.068173,0.9519,0
FUT11,OMM23_NE,-0.197,0.75179,0
FUT11,OMM25_NE,-0.18875,0.77422,0
FUT2,921_NE,0.10293,0.95083,0
FUT2,Mel202_NE,0.011074,0.96111,0
FUT2,Mel270_NE,0.052071,0.88803,0
FUT2,Mel285_NE,0.15593,0.7709,0
FUT2,MP38_NE,0.086531,0.80676,0
FUT2,MP41_NE,0.0020243,0.97424,0
FUT2,MP46_NE,0.08374,0.84527,0
FUT2,OMM1_NE,0.017549,0.96579,0
FUT2,OMM23_NE,-0.0053604,0.99436,0
FUT2,OMM25_NE,0.044917,0.91885,0
FUT3,921_NE,0.24343,0.77529,0
FUT3,Mel202_NE,-0.029958,0.99736,0
FUT3,Mel270_NE,-0.01229,0.99192,0
FUT3,Mel285_NE,0.049073,0.97053,0
FUT3,MP38_NE,-0.0076244,0.99972,0
FUT3,MP41_NE,-0.094929,0.86753,0
FUT3,MP46_NE,-0.13132,0.70679,0
FUT3,OMM1_NE,0.014183,0.96846,0
FUT3,OMM23_NE,0.20823,0.27432,0
FUT3,OMM25_NE,-7.5096e-5,0.98223,0
FUT4,921_NE,0.027541,0.9966,0
FUT4,Mel202_NE,-0.034176,0.9952,0
FUT4,Mel270_NE,-0.088851,0.90153,0
FUT4,Mel285_NE,-0.16322,0.69694,0
FUT4,MP38_NE,0.02915,0.94291,0
FUT4,MP41_NE,-0.13911,0.76952,0
FUT4,MP46_NE,-0.034818,0.9472,0
FUT4,OMM1_NE,-0.023351,0.99341,0
FUT4,OMM23_NE,-0.05062,0.96905,0
FUT4,OMM25_NE,-0.04454,0.97231,0
FUT5,921_NE,0.16666,0.88456,0
FUT5,Mel202_NE,-0.11485,0.8989,0
FUT5,Mel270_NE,0.089802,0.81409,0
FUT5,Mel285_NE,0.10929,0.87832,0
FUT5,MP38_NE,0.050118,0.90733,0
FUT5,MP41_NE,0.013573,0.9574,0
FUT5,MP46_NE,0.062588,0.89929,0
FUT5,OMM1_NE,0.017685,0.96569,0
FUT5,OMM23_NE,0.18732,0.37618,0
FUT5,OMM25_NE,-0.047803,0.97009,0
FUT6,921_NE,0.16957,0.88254,0
FUT6,Mel202_NE,0.10477,0.76991,0
FUT6,Mel270_NE,0.12359,0.71228,0
FUT6,Mel285_NE,0.068069,0.94269,0
FUT6,MP38_NE,0.098738,0.75909,0
FUT6,MP41_NE,0.12456,0.62077,0
FUT6,MP46_NE,0.076868,0.86338,0
FUT6,OMM1_NE,0.10528,0.76523,0
FUT6,OMM23_NE,0.12911,0.65068,0
FUT6,OMM25_NE,0.0078964,0.9725,0
FUT7,921_NE,0.079812,0.96879,0
FUT7,Mel202_NE,0.12909,0.70697,0
FUT7,Mel270_NE,0.093717,0.80546,0
FUT7,Mel285_NE,-0.13653,0.75173,0
FUT7,MP38_NE,0.0028131,0.98944,0
FUT7,MP41_NE,-0.019995,0.99205,0
FUT7,MP46_NE,0.0097659,0.9901,0
FUT7,OMM1_NE,-0.0055762,0.98842,0
FUT7,OMM23_NE,-0.029463,0.9842,0
FUT7,OMM25_NE,0.12052,0.72394,0
FUT8,921_NE,0.32307,0.62849,0
FUT8,Mel202_NE,0.081164,0.83135,0
FUT8,Mel270_NE,0.033606,0.92173,0
FUT8,Mel285_NE,0.013165,0.99125,0
FUT8,MP38_NE,-0.0092299,0.99803,0
FUT8,MP41_NE,0.052649,0.87665,0
FUT8,MP46_NE,-0.040244,0.93725,0
FUT8,OMM1_NE,0.088226,0.8228,0
FUT8,OMM23_NE,0.014237,0.97829,0
FUT8,OMM25_NE,0.077018,0.84948,0
FUT9,921_NE,0.35408,0.57152,0
FUT9,Mel202_NE,0.29895,0.14684,0
FUT9,Mel270_NE,0.19694,0.45439,0
FUT9,Mel285_NE,0.49396,0.013544,0
FUT9,MP38_NE,0.16064,0.45712,0
FUT9,MP41_NE,0.126,0.6176,0
FUT9,MP46_NE,0.097834,0.79395,0
FUT9,OMM1_NE,0.20738,0.31798,0
FUT9,OMM23_NE,0.13133,0.64156,0
FUT9,OMM25_NE,0.32043,0.059199,0
FUZ,921_NE,0.27669,0.71948,0
FUZ,Mel202_NE,0.21034,0.42991,0
FUZ,Mel270_NE,0.064848,0.86562,0
FUZ,Mel285_NE,0.13065,0.827,0
FUZ,MP38_NE,0.15163,0.51377,0
FUZ,MP41_NE,-0.05277,0.94378,0
FUZ,MP46_NE,0.030209,0.96226,0
FUZ,OMM1_NE,0.040759,0.93064,0
FUZ,OMM23_NE,0.055768,0.90258,0
FUZ,OMM25_NE,0.080733,0.83939,0
FXR1,921_NE,0.032204000000000003,0.99944,0
FXR1,Mel202_NE,-0.037428,0.99161,0
FXR1,Mel270_NE,-0.19596,0.74542,0
FXR1,Mel285_NE,-0.0911,0.83822,0
FXR1,MP38_NE,-0.20803,0.61737,0
FXR1,MP41_NE,-0.07441,0.90719,0
FXR1,MP46_NE,-0.084061,0.84475,0
FXR1,OMM1_NE,-0.035674,0.98298,0
FXR1,OMM23_NE,-0.025057,0.98721,0
FXR1,OMM25_NE,-0.12718,0.86746,0
FXR2,921_NE,0.0069806,0.98207,0
FXR2,Mel202_NE,0.025195,0.93905,0
FXR2,Mel270_NE,0.010349,0.96465,0
FXR2,Mel285_NE,0.10901,0.87881,0
FXR2,MP38_NE,-0.058812,0.92735,0
FXR2,MP41_NE,-0.010088,0.99388,0
FXR2,MP46_NE,-0.069895,0.87667,0
FXR2,OMM1_NE,-0.092042,0.92346,0
FXR2,OMM23_NE,-0.032672,0.98331,0
FXR2,OMM25_NE,0.10615,0.77478,0
FXYD1,921_NE,0.20136,0.83923,0
FXYD1,Mel202_NE,-0.092059,0.92987,0
FXYD1,Mel270_NE,0.0076337,0.96829,0
FXYD1,Mel285_NE,-0.10495,0.80398,0
FXYD1,MP38_NE,0.11461,0.69359,0
FXYD1,MP41_NE,-0.23913,0.55169,0
FXYD1,MP46_NE,0.13145,0.64721,0
FXYD1,OMM1_NE,-0.12255,0.88505,0
FXYD1,OMM23_NE,-0.0083131,0.99559,0
FXYD1,OMM25_NE,-0.075898,0.94058,0
FXYD2,921_NE,0.30412,0.71204,0
FXYD2,Mel202_NE,0.23799,0.41851,0
FXYD2,Mel270_NE,0.04306,0.92327,0
FXYD2,Mel285_NE,-0.030887,0.93699,0
FXYD2,MP38_NE,0.13287,0.67733,0
FXYD2,MP41_NE,-0.017984,0.99087,0
FXYD2,MP46_NE,0.16851,0.54375,0
FXYD2,OMM1_NE,0.15537,0.63276,0
FXYD2,OMM23_NE,0.059637,0.91769,0
FXYD2,OMM25_NE,0.14763,0.69199,0
FXYD3,921_NE,-0.11324,0.77643,0
FXYD3,Mel202_NE,-0.14225,0.77703,0
FXYD3,Mel270_NE,-1.4823e-4,0.93915,0
FXYD3,Mel285_NE,0.023558,0.99357,0
FXYD3,MP38_NE,0.033902,0.86932,0
FXYD3,MP41_NE,-0.134,0.64134,0
FXYD3,MP46_NE,0.027229,0.94207,0
FXYD3,OMM1_NE,-0.12556,0.81043,0
FXYD3,OMM23_NE,-0.13824,0.74958,0
FXYD3,OMM25_NE,-0.1183,0.81796,0
FXYD4,921_NE,-0.0016528,0.97565,0
FXYD4,Mel202_NE,0.12654,0.71462,0
FXYD4,Mel270_NE,0.14571,0.63652,0
FXYD4,Mel285_NE,0.22616,0.56039,0
FXYD4,MP38_NE,0.12385,0.65486,0
FXYD4,MP41_NE,0.07979,0.7959,0
FXYD4,MP46_NE,0.0899,0.82594,0
FXYD4,OMM1_NE,0.13848,0.63482,0
FXYD4,OMM23_NE,0.072129,0.86047,0
FXYD4,OMM25_NE,0.20291,0.39942,0
FXYD5,921_NE,0.11237,0.94097,0
FXYD5,Mel202_NE,-0.24269,0.7091,0
FXYD5,Mel270_NE,-0.0147,0.99697,0
FXYD5,Mel285_NE,0.11228,0.87247,0
FXYD5,MP38_NE,0.16199,0.44802,0
FXYD5,MP41_NE,-0.069207,0.91581,0
FXYD5,MP46_NE,0.038501,0.95078,0
FXYD5,OMM1_NE,-0.03768,0.9801,0
FXYD5,OMM23_NE,-0.0040215,0.99343,0
FXYD5,OMM25_NE,0.052603,0.90425,0
FXYD6,921_NE,0.066884,0.9792,0
FXYD6,Mel202_NE,0.17356,0.56176,0
FXYD6,Mel270_NE,0.16641,0.56319,0
FXYD6,Mel285_NE,-0.15087,0.7226,0
FXYD6,MP38_NE,0.093824,0.78,0
FXYD6,MP41_NE,-0.14243,0.7608,0
FXYD6,MP46_NE,0.14178,0.59853,0
FXYD6,OMM1_NE,0.14148,0.62381,0
FXYD6,OMM23_NE,0.10043,0.77708,0
FXYD6,OMM25_NE,0.17956,0.49989,0
FXYD6-FXYD2,921_NE,0.46188,0.7765,0
FXYD6-FXYD2,Mel202_NE,0.43991,0.43377,0
FXYD6-FXYD2,Mel270_NE,0.46802,0.32802,0
FXYD6-FXYD2,Mel285_NE,0.31363,0.7695,0
FXYD6-FXYD2,MP38_NE,0.37228,0.37967,0
FXYD6-FXYD2,MP41_NE,-0.15005,0.86027,0
FXYD6-FXYD2,MP46_NE,0.31412,0.57368,0
FXYD6-FXYD2,OMM1_NE,0.35209,0.51065,0
FXYD6-FXYD2,OMM23_NE,0.22879,0.75014,0
FXYD6-FXYD2,OMM25_NE,0.18394,0.85229,0
FXYD7,921_NE,0.49436,0.27336,0
FXYD7,Mel202_NE,0.09983,0.78373,0
FXYD7,Mel270_NE,0.058773,0.87799,0
FXYD7,Mel285_NE,0.1733,0.72562,0
FXYD7,MP38_NE,0.13987,0.57535,0
FXYD7,MP41_NE,0.11847,0.6477,0
FXYD7,MP46_NE,0.22753,0.15094,0
FXYD7,OMM1_NE,0.066103,0.88259,0
FXYD7,OMM23_NE,0.092272,0.79683,0
FXYD7,OMM25_NE,-0.042779,0.9737,0
FYB1,921_NE,-0.050891,0.93551,0
FYB1,Mel202_NE,0.076375,0.84131,0
FYB1,Mel270_NE,0.038681,0.91288,0
FYB1,Mel285_NE,0.055507,0.96343,0
FYB1,MP38_NE,-0.080242,0.89556,0
FYB1,MP41_NE,0.086618,0.76873,0
FYB1,MP46_NE,-0.027614,0.95889,0
FYB1,OMM1_NE,0.093117,0.80712,0
FYB1,OMM23_NE,0.11146,0.72625,0
FYB1,OMM25_NE,0.063458,0.88124,0
FYCO1,921_NE,0.21311,0.82183,0
FYCO1,Mel202_NE,-0.086318,0.93725,0
FYCO1,Mel270_NE,-0.042031,0.96886,0
FYCO1,Mel285_NE,-0.10941,0.79806,0
FYCO1,MP38_NE,-0.038592,0.95731,0
FYCO1,MP41_NE,0.020895,0.94469,0
FYCO1,MP46_NE,-0.096734,0.8107,0
FYCO1,OMM1_NE,0.079675,0.8444,0
FYCO1,OMM23_NE,0.016795,0.97622,0
FYCO1,OMM25_NE,-0.016721,0.99989,0
FYN,921_NE,0.36119,0.55307,0
FYN,Mel202_NE,0.24417,0.31039,0
FYN,Mel270_NE,0.14253,0.64937,0
FYN,Mel285_NE,0.28318,0.38146,0
FYN,MP38_NE,0.1072,0.72951,0
FYN,MP41_NE,0.098985,0.7229,0
FYN,MP46_NE,0.12711,0.66621,0
FYN,OMM1_NE,0.23888,0.19556,0
FYN,OMM23_NE,0.059662,0.8917,0
FYN,OMM25_NE,0.23092,0.29034,0
FYTTD1,921_NE,0.19317,0.85011,0
FYTTD1,Mel202_NE,0.14575,0.66208,0
FYTTD1,Mel270_NE,0.13132,0.69117,0
FYTTD1,Mel285_NE,-0.034393,0.92897,0
FYTTD1,MP38_NE,0.0050168,0.98627,0
FYTTD1,MP41_NE,0.20214,0.30712,0
FYTTD1,MP46_NE,-0.017081,0.96984,0
FYTTD1,OMM1_NE,0.11963,0.70872,0
FYTTD1,OMM23_NE,0.024406,0.96666,0
FYTTD1,OMM25_NE,0.083047,0.83578,0
FZD1,921_NE,0.48696,0.28644,0
FZD1,Mel202_NE,-0.034399,0.99479,0
FZD1,Mel270_NE,-0.10682,0.87799,0
FZD1,Mel285_NE,0.073211,0.93388,0
FZD1,MP38_NE,0.058894,0.88469,0
FZD1,MP41_NE,0.076157,0.80854,0
FZD1,MP46_NE,0.059044,0.90672,0
FZD1,OMM1_NE,0.098245,0.79118,0
FZD1,OMM23_NE,0.04263,0.92967,0
FZD1,OMM25_NE,0.078605,0.84429,0
FZD10,921_NE,0.27038,0.7654,0
FZD10,Mel202_NE,0.099934,0.82106,0
FZD10,Mel270_NE,-0.029479000000000002,0.98335,0
FZD10,Mel285_NE,0.018554,0.9942,0
FZD10,MP38_NE,0.08608,0.83512,0
FZD10,MP41_NE,0.082005,0.8294,0
FZD10,MP46_NE,0.061592,0.91321,0
FZD10,OMM1_NE,0.012828,0.97627,0
FZD10,OMM23_NE,0.090831,0.83982,0
FZD10,OMM25_NE,0.13949,0.71767,0
FZD2,921_NE,0.066411,0.97959,0
FZD2,Mel202_NE,0.028548,0.93501,0
FZD2,Mel270_NE,-0.050365,0.95857,0
FZD2,Mel285_NE,0.076408,0.93,0
FZD2,MP38_NE,-0.087932,0.88151,0
FZD2,MP41_NE,-0.11998,0.81925,0
FZD2,MP46_NE,0.0026684,0.99826,0
FZD2,OMM1_NE,0.019749,0.96279,0
FZD2,OMM23_NE,-0.076037,0.93424,0
FZD2,OMM25_NE,0.028423,0.94698,0
FZD3,921_NE,-0.13686,0.85254,0
FZD3,Mel202_NE,-0.16826,0.82267,0
FZD3,Mel270_NE,0.077769,0.84175,0
FZD3,Mel285_NE,0.31058,0.28998,0
FZD3,MP38_NE,0.093831,0.78,0
FZD3,MP41_NE,0.13247,0.59013,0
FZD3,MP46_NE,-0.0018846,0.99066,0
FZD3,OMM1_NE,0.23245,0.21644,0
FZD3,OMM23_NE,0.088071,0.81063,0
FZD3,OMM25_NE,0.12043,0.7241,0
FZD4,921_NE,0.022542,0.99398,0
FZD4,Mel202_NE,0.059332,0.90033,0
FZD4,Mel270_NE,0.046327,0.9181,0
FZD4,Mel285_NE,0.12501,0.87163,0
FZD4,MP38_NE,0.10089,0.79405,0
FZD4,MP41_NE,-0.10825,0.85477,0
FZD4,MP46_NE,0.1779,0.49283,0
FZD4,OMM1_NE,0.072936,0.89085,0
FZD4,OMM23_NE,-0.01399,0.99463,0
FZD4,OMM25_NE,0.11532,0.7884,0
FZD5,921_NE,0.39955,0.46256,0
FZD5,Mel202_NE,0.10863,0.76151,0
FZD5,Mel270_NE,0.021102,0.94737,0
FZD5,Mel285_NE,-0.11384,0.79097,0
FZD5,MP38_NE,-0.10236,0.85044,0
FZD5,MP41_NE,0.060378,0.85568,0
FZD5,MP46_NE,-0.051673,0.91321,0
FZD5,OMM1_NE,2.1957e-4,0.98198,0
FZD5,OMM23_NE,-0.012392,0.99939,0
FZD5,OMM25_NE,0.072315,0.86067,0
FZD6,921_NE,-0.049844,0.9365,0
FZD6,Mel202_NE,-0.024313,0.99866,0
FZD6,Mel270_NE,0.2404,0.28448,0
FZD6,Mel285_NE,0.40843,0.082031,0
FZD6,MP38_NE,0.15096,0.51795,0
FZD6,MP41_NE,0.19107,0.34893,0
FZD6,MP46_NE,0.090168,0.82471,0
FZD6,OMM1_NE,0.25772,0.1479,0
FZD6,OMM23_NE,0.18944,0.36496,0
FZD6,OMM25_NE,0.31614,0.064261,0
FZD7,921_NE,0.36533,0.54548,0
FZD7,Mel202_NE,-0.020128,0.99625,0
FZD7,Mel270_NE,0.09523,0.7997,0
FZD7,Mel285_NE,0.067107,0.94375,0
FZD7,MP38_NE,0.035851,0.93065,0
FZD7,MP41_NE,-0.017017,0.99651,0
FZD7,MP46_NE,0.053454,0.91748,0
FZD7,OMM1_NE,0.065676,0.88394,0
FZD7,OMM23_NE,0.12412,0.67499,0
FZD7,OMM25_NE,0.13005,0.69304,0
FZD8,921_NE,0.16265,0.88738,0
FZD8,Mel202_NE,-0.15487,0.83835,0
FZD8,Mel270_NE,0.12424,0.7108,0
FZD8,Mel285_NE,-0.10669,0.80172,0
FZD8,MP38_NE,-0.047245,0.94291,0
FZD8,MP41_NE,-0.047323,0.95077,0
FZD8,MP46_NE,-0.010298,0.97849,0
FZD8,OMM1_NE,-0.045272,0.97258,0
FZD8,OMM23_NE,-0.065023,0.95362,0
FZD8,OMM25_NE,0.073789,0.85646,0
FZD9,921_NE,0.39771,0.46552,0
FZD9,Mel202_NE,-0.027001,0.99961,0
FZD9,Mel270_NE,-0.31912,0.53219,0
FZD9,Mel285_NE,0.050259,0.97005,0
FZD9,MP38_NE,-0.011143,0.99488,0
FZD9,MP41_NE,0.022853,0.94267,0
FZD9,MP46_NE,-0.12178,0.73517,0
FZD9,OMM1_NE,-0.07771,0.94065,0
FZD9,OMM23_NE,-0.065966,0.9516,0
FZD9,OMM25_NE,-0.15837,0.82185,0
FZR1,921_NE,0.34125,0.59526,0
FZR1,Mel202_NE,0.10111,0.77812,0
FZR1,Mel270_NE,-0.18905,0.76047,0
FZR1,Mel285_NE,-0.23705,0.52317,0
FZR1,MP38_NE,0.1778,0.37035,0
FZR1,MP41_NE,-0.091351,0.87322,0
FZR1,MP46_NE,0.07257,0.87667,0
FZR1,OMM1_NE,-0.26821,0.64275,0
FZR1,OMM23_NE,-0.02325,0.98956,0
FZR1,OMM25_NE,-0.33822,0.51159,0
G0S2,921_NE,0.41332,0.43858,0
G0S2,Mel202_NE,0.10754,0.76214,0
G0S2,Mel270_NE,0.21413,0.3842,0
G0S2,Mel285_NE,0.15277,0.77914,0
G0S2,MP38_NE,0.061757,0.87731,0
G0S2,MP41_NE,0.1955,0.33104,0
G0S2,MP46_NE,0.08467,0.84425,0
G0S2,OMM1_NE,0.23131,0.22027,0
G0S2,OMM23_NE,0.10276,0.76744,0
G0S2,OMM25_NE,0.17393,0.51767,0
G2E3,921_NE,0.18549,0.85978,0
G2E3,Mel202_NE,0.035923,0.92067,0
G2E3,Mel270_NE,-0.007423,0.98915,0
G2E3,Mel285_NE,0.012974,0.99104,0
G2E3,MP38_NE,0.081784,0.81903,0
G2E3,MP41_NE,-0.030202,0.97559,0
G2E3,MP46_NE,0.02302,0.97174,0
G2E3,OMM1_NE,-0.22228,0.72424,0
G2E3,OMM23_NE,-0.05538,0.96456,0
G2E3,OMM25_NE,-0.21043,0.7345,0
G3BP1,921_NE,-0.019953,0.96306,0
G3BP1,Mel202_NE,0.049956,0.89795,0
G3BP1,Mel270_NE,0.09157,0.81092,0
G3BP1,Mel285_NE,-0.002063,0.97422,0
G3BP1,MP38_NE,0.06408,0.87049,0
G3BP1,MP41_NE,-0.054421,0.94205,0
G3BP1,MP46_NE,-0.044904,0.92903,0
G3BP1,OMM1_NE,-0.11709,0.89122,0
G3BP1,OMM23_NE,-0.018602,0.99436,0
G3BP1,OMM25_NE,-0.13861,0.84901,0
G3BP2,921_NE,-0.30398,0.64095,0
G3BP2,Mel202_NE,-0.038629,0.99041,0
G3BP2,Mel270_NE,-0.27005,0.61385,0
G3BP2,Mel285_NE,0.082156,0.9239,0
G3BP2,MP38_NE,-0.024276,0.97954,0
G3BP2,MP41_NE,-0.11941,0.82131,0
G3BP2,MP46_NE,0.0066438,0.99575,0
G3BP2,OMM1_NE,-0.21826,0.73272,0
G3BP2,OMM23_NE,0.058461,0.89417,0
G3BP2,OMM25_NE,-0.21184,0.73123,0
G6PC1,921_NE,0.048568,0.99237,0
G6PC1,Mel202_NE,0.17634,0.54911,0
G6PC1,Mel270_NE,-0.058553,0.94669,0
G6PC1,Mel285_NE,0.074047,0.93257,0
G6PC1,MP38_NE,0.054402,0.89531,0
G6PC1,MP41_NE,0.031178,0.92719,0
G6PC1,MP46_NE,0.092228,0.82015,0
G6PC1,OMM1_NE,0.085349,0.83073,0
G6PC1,OMM23_NE,0.10753,0.74668,0
G6PC1,OMM25_NE,0.047708,0.91378,0
G6PC2,921_NE,0.35529,0.62285,0
G6PC2,Mel202_NE,0.081249,0.85935,0
G6PC2,Mel270_NE,0.066232,0.88532,0
G6PC2,Mel285_NE,-0.04443,0.92385,0
G6PC2,MP38_NE,-0.02853,0.97281,0
G6PC2,MP41_NE,-0.015347,0.99388,0
G6PC2,MP46_NE,-0.10668,0.81076,0
G6PC2,OMM1_NE,-0.067157,0.95136,0
G6PC2,OMM23_NE,-0.012887,0.99518,0
G6PC2,OMM25_NE,0.015841,0.97009,0
G6PC3,921_NE,0.035722,0.99967,0
G6PC3,Mel202_NE,0.17194,0.56867,0
G6PC3,Mel270_NE,0.1006,0.7849,0
G6PC3,Mel285_NE,0.16844,0.73885,0
G6PC3,MP38_NE,0.023641,0.95346,0
G6PC3,MP41_NE,-0.042055,0.95948,0
G6PC3,MP46_NE,0.02618,0.96812,0
G6PC3,OMM1_NE,0.038663,0.93117,0
G6PC3,OMM23_NE,0.061018,0.88925,0
G6PC3,OMM25_NE,0.13332,0.68172,0
G6PD,921_NE,0.33056,0.6114,0
G6PD,Mel202_NE,0.15396,0.63667,0
G6PD,Mel270_NE,0.1919,0.47388,0
G6PD,Mel285_NE,-0.077894,0.86359,0
G6PD,MP38_NE,-0.099878,0.85569,0
G6PD,MP41_NE,0.11514,0.66281,0
G6PD,MP46_NE,0.056965,0.91116,0
G6PD,OMM1_NE,0.040482,0.93071,0
G6PD,OMM23_NE,0.065814,0.87569,0
G6PD,OMM25_NE,8.1639e-4,0.98148,0
GAA,921_NE,0.2809,0.70952,0
GAA,Mel202_NE,-0.31793,0.59654,0
GAA,Mel270_NE,-0.15967,0.80773,0
GAA,Mel285_NE,-0.08297,0.85406,0
GAA,MP38_NE,-0.085873,0.88538,0
GAA,MP41_NE,-0.15965,0.72346,0
GAA,MP46_NE,0.0095845,0.99035,0
GAA,OMM1_NE,-0.0079113,0.99035,0
GAA,OMM23_NE,-0.018828,0.99436,0
GAA,OMM25_NE,-0.093052,0.91667,0
GAB1,921_NE,-0.044512,0.94239,0
GAB1,Mel202_NE,-0.048267,0.98202,0
GAB1,Mel270_NE,0.16133,0.58452,0
GAB1,Mel285_NE,0.11931,0.85664,0
GAB1,MP38_NE,-0.0157,0.99104,0
GAB1,MP41_NE,0.070684,0.82856,0
GAB1,MP46_NE,0.036738,0.95215,0
GAB1,OMM1_NE,0.030059,0.94549,0
GAB1,OMM23_NE,0.039366,0.93684,0
GAB1,OMM25_NE,0.14897,0.62091,0
GAB2,921_NE,-0.15015,0.83982,0
GAB2,Mel202_NE,0.18473,0.52096,0
GAB2,Mel270_NE,0.091282,0.81183,0
GAB2,Mel285_NE,-0.13525,0.75316,0
GAB2,MP38_NE,-0.025954,0.97762,0
GAB2,MP41_NE,-0.2034,0.62181,0
GAB2,MP46_NE,0.12634,0.66972,0
GAB2,OMM1_NE,-0.022419,0.9937,0
GAB2,OMM23_NE,-0.14178,0.83677,0
GAB2,OMM25_NE,0.096056,0.80623,0
GAB3,921_NE,0.47869,0.30239,0
GAB3,Mel202_NE,0.1116,0.75555,0
GAB3,Mel270_NE,0.22511,0.34555,0
GAB3,Mel285_NE,0.085522,0.91954,0
GAB3,MP38_NE,-0.059877,0.92575,0
GAB3,MP41_NE,0.22585,0.20526,0
GAB3,MP46_NE,0.10447,0.77254,0
GAB3,OMM1_NE,0.15593,0.55963,0
GAB3,OMM23_NE,0.24865,0.14317,0
GAB3,OMM25_NE,0.30386,0.085209,0
GAB4,921_NE,-0.26205,0.70336,0
GAB4,Mel202_NE,-0.42098,0.43514,0
GAB4,Mel270_NE,-0.21045,0.71704,0
