Gene,ModelName,Beta,FDR,Significant
IFT88,MP38,0.099138,0.75739,0
IFT88,MP41,-0.038924,0.96357,0
IFT88,MP46,-0.051282,0.91321,0
IFT88,OMM1,0.0071799,0.97374,0
IFT88,OMM23,0.12433,0.67438,0
IFT88,OMM25,-0.11244,0.88719,0
IGBP1,921,-1.3072,0,1
IGBP1,Mel202,-1.8061,0,1
IGBP1,Mel270,-1.8927,0,1
IGBP1,Mel285,-1.1066,0,1
IGBP1,MP38,-1.2011,0,1
IGBP1,MP41,-1.1634,0,1
IGBP1,MP46,-0.5572,0,1
IGBP1,OMM1,-1.4501,0,1
IGBP1,OMM23,-1.5946,0,1
IGBP1,OMM25,-1.3492,0,1
IGDCC3,921,0.25833,0.74615,0
IGDCC3,Mel202,0.12881,0.70741,0
IGDCC3,Mel270,0.0038063,0.97406,0
IGDCC3,Mel285,0.054972,0.96424,0
IGDCC3,MP38,-0.018658,0.98847,0
IGDCC3,MP41,-0.028908,0.97657,0
IGDCC3,MP46,-0.033485,0.94878,0
IGDCC3,OMM1,-0.055606,0.96583,0
IGDCC3,OMM23,0.12559,0.66695,0
IGDCC3,OMM25,-0.028282,0.98704,0
IGDCC4,921,0.49499,0.26946,0
IGDCC4,Mel202,-0.042602,0.98711,0
IGDCC4,Mel270,-0.025873,0.99032,0
IGDCC4,Mel285,-0.066691,0.88352,0
IGDCC4,MP38,-0.015342,0.99117,0
IGDCC4,MP41,0.01292,0.95789,0
IGDCC4,MP46,-0.021429,0.96388,0
IGDCC4,OMM1,-0.11774,0.89085,0
IGDCC4,OMM23,0.1178,0.70041,0
IGDCC4,OMM25,-0.12387,0.87181,0
IGF1,921,0.22202,0.80746,0
IGF1,Mel202,0.25568,0.26784,0
IGF1,Mel270,0.16357,0.57566,0
IGF1,Mel285,0.10129,0.89678,0
IGF1,MP38,0.085667,0.80906,0
IGF1,MP41,0.11072,0.67832,0
IGF1,MP46,0.062444,0.89965,0
IGF1,OMM1,0.20647,0.32103,0
IGF1,OMM23,0.21245,0.26265,0
IGF1,OMM25,0.23251,0.28504,0
IGF1R,921,0.16666,0.88456,0
IGF1R,Mel202,-0.25426,0.69445,0
IGF1R,Mel270,-0.25584,0.63802,0
IGF1R,Mel285,0.10803,0.88025,0
IGF1R,MP38,-0.020224,0.98558,0
IGF1R,MP41,-0.062224,0.92954,0
IGF1R,MP46,-0.10294,0.7917,0
IGF1R,OMM1,-0.064455,0.9577,0
IGF1R,OMM23,-0.33484,0.51006,0
IGF1R,OMM25,-0.15499,0.82681,0
IGF2,921,0.24383,0.77355,0
IGF2,Mel202,0.017998,0.95007,0
IGF2,Mel270,0.065841,0.8642,0
IGF2,Mel285,-0.046585,0.91665,0
IGF2,MP38,0.10367,0.744,0
IGF2,MP41,0.070378,0.82918,0
IGF2,MP46,0.058737,0.9079,0
IGF2,OMM1,0.012935,0.96922,0
IGF2,OMM23,-0.0076711,0.99518,0
IGF2,OMM25,0.23752,0.2668,0
IGF2BP1,921,-0.26522,0.6984,0
IGF2BP1,Mel202,0.082396,0.82951,0
IGF2BP1,Mel270,-0.18654,0.7644,0
IGF2BP1,Mel285,0.12093,0.85317,0
IGF2BP1,MP38,-0.089751,0.87847,0
IGF2BP1,MP41,-0.11719,0.82652,0
IGF2BP1,MP46,0.016494,0.98059,0
IGF2BP1,OMM1,-0.15205,0.84109,0
IGF2BP1,OMM23,-0.0090775,0.99573,0
IGF2BP1,OMM25,-0.1133,0.88683,0
IGF2BP2,921,0.16708,0.88394,0
IGF2BP2,Mel202,0.044334,0.90542,0
IGF2BP2,Mel270,-0.16042,0.80706,0
IGF2BP2,Mel285,-0.19765,0.61904,0
IGF2BP2,MP38,-0.13016,0.80094,0
IGF2BP2,MP41,-0.02743,0.97955,0
IGF2BP2,MP46,-0.016913,0.96984,0
IGF2BP2,OMM1,-0.1626,0.82875,0
IGF2BP2,OMM23,-0.050329,0.96958,0
IGF2BP2,OMM25,-0.21592,0.72532,0
IGF2BP3,921,-0.10129,0.89053,0
IGF2BP3,Mel202,-0.065025,0.96314,0
IGF2BP3,Mel270,-0.10697,0.87799,0
IGF2BP3,Mel285,-0.18899,0.63706,0
IGF2BP3,MP38,-0.15059,0.75223,0
IGF2BP3,MP41,-0.047041,0.95094,0
IGF2BP3,MP46,5.4946e-4,0.99457,0
IGF2BP3,OMM1,-0.12156,0.88649,0
IGF2BP3,OMM23,-0.02143,0.99177,0
IGF2BP3,OMM25,-0.058679,0.95873,0
IGF2R,921,0.1462,0.90252,0
IGF2R,Mel202,0.31649,0.10743,0
IGF2R,Mel270,0.19009,0.48076,0
IGF2R,Mel285,0.2286,0.55301,0
IGF2R,MP38,0.038885,0.92663,0
IGF2R,MP41,0.050658,0.88248,0
IGF2R,MP46,0.091233,0.82182,0
IGF2R,OMM1,0.19759,0.35942,0
IGF2R,OMM23,0.021005,0.9713,0
IGF2R,OMM25,0.27041,0.16437,0
IGFALS,921,0.46889,0.31866,0
IGFALS,Mel202,-0.094154,0.92669,0
IGFALS,Mel270,-0.0028022,0.98466,0
IGFALS,Mel285,0.0833,0.92274,0
IGFALS,MP38,-0.0010814,0.99258,0
IGFALS,MP41,0.066065,0.84042,0
IGFALS,MP46,4.9282e-4,0.99445,0
IGFALS,OMM1,-0.035975,0.98266,0
IGFALS,OMM23,0.13276,0.63575,0
IGFALS,OMM25,-0.057276,0.95966,0
IGFBP1,921,-0.080766,0.90608,0
IGFBP1,Mel202,-0.043106,0.98648,0
IGFBP1,Mel270,-0.058925,0.94613,0
IGFBP1,Mel285,-0.069641,0.87787,0
IGFBP1,MP38,-0.17899,0.68899,0
IGFBP1,MP41,-0.021964,0.98903,0
IGFBP1,MP46,-0.086102,0.84092,0
IGFBP1,OMM1,0.004417,0.97829,0
IGFBP1,OMM23,0.052012,0.91432,0
IGFBP1,OMM25,0.005357,0.97501,0
IGFBP2,921,0.1297,0.92133,0
IGFBP2,Mel202,0.12087,0.72657,0
IGFBP2,Mel270,0.11677,0.73419,0
IGFBP2,Mel285,0.036071,0.9887,0
IGFBP2,MP38,-0.0019389,0.99294,0
IGFBP2,MP41,0.063483,0.84729,0
IGFBP2,MP46,-0.050696,0.91379,0
IGFBP2,OMM1,-0.0077954,0.99035,0
IGFBP2,OMM23,0.079414,0.83922,0
IGFBP2,OMM25,0.16088,0.57366,0
IGFBP3,921,0.20201,0.83791,0
IGFBP3,Mel202,-0.28939,0.64444,0
IGFBP3,Mel270,-0.080956,0.91257,0
IGFBP3,Mel285,-0.14809,0.72677,0
IGFBP3,MP38,-0.17697,0.69017,0
IGFBP3,MP41,0.053297,0.87312,0
IGFBP3,MP46,-0.088875,0.83396,0
IGFBP3,OMM1,0.1856,0.41308,0
IGFBP3,OMM23,-0.011984,0.99989,0
IGFBP3,OMM25,-0.0015473,0.98401,0
IGFBP4,921,-0.065466,0.92133,0
IGFBP4,Mel202,0.073636,0.84759,0
IGFBP4,Mel270,-0.039698,0.97256,0
IGFBP4,Mel285,0.12469,0.84276,0
IGFBP4,MP38,-0.13468,0.79105,0
IGFBP4,MP41,-0.059474,0.93299,0
IGFBP4,MP46,-0.014844,0.9721,0
IGFBP4,OMM1,0.093262,0.80712,0
IGFBP4,OMM23,0.079107,0.83982,0
IGFBP4,OMM25,0.12831,0.69818,0
IGFBP5,921,0.14175,0.90677,0
IGFBP5,Mel202,0.1462,0.66149,0
IGFBP5,Mel270,0.1997,0.44244,0
IGFBP5,Mel285,-0.1076,0.8005,0
IGFBP5,MP38,0.17137,0.41169,0
IGFBP5,MP41,0.10908,0.68412,0
IGFBP5,MP46,0.081253,0.84953,0
IGFBP5,OMM1,0.18556,0.41308,0
IGFBP5,OMM23,-0.037932,0.97844,0
IGFBP5,OMM25,0.20743,0.37881,0
IGFBP6,921,-0.040825,0.94697,0
IGFBP6,Mel202,-0.021349,0.99689,0
IGFBP6,Mel270,0.015558,0.95729,0
IGFBP6,Mel285,-0.13902,0.74654,0
IGFBP6,MP38,0.04305,0.9221,0
IGFBP6,MP41,0.11584,0.65978,0
IGFBP6,MP46,0.081333,0.84953,0
IGFBP6,OMM1,0.017715,0.96569,0
IGFBP6,OMM23,0.18427,0.3855,0
IGFBP6,OMM25,0.089236,0.8207,0
IGFBP7,921,0.012517,0.98708,0
IGFBP7,Mel202,-0.039307,0.98975,0
IGFBP7,Mel270,-0.038525,0.97445,0
IGFBP7,Mel285,-0.048666,0.91401,0
IGFBP7,MP38,-0.12732,0.80826,0
IGFBP7,MP41,-0.07975,0.89681,0
IGFBP7,MP46,0.015962,0.98059,0
IGFBP7,OMM1,-0.168,0.81733,0
IGFBP7,OMM23,0.066729,0.87272,0
IGFBP7,OMM25,-0.14464,0.83939,0
IGFBPL1,921,0.10761,0.94671,0
IGFBPL1,Mel202,0.07235,0.8492,0
IGFBPL1,Mel270,0.096925,0.79585,0
IGFBPL1,Mel285,0.045489,0.97633,0
IGFBPL1,MP38,0.042046,0.92422,0
IGFBPL1,MP41,0.13761,0.57341,0
IGFBPL1,MP46,-0.025025,0.96007,0
IGFBPL1,OMM1,-0.048232,0.97069,0
IGFBPL1,OMM23,-0.053798,0.96655,0
IGFBPL1,OMM25,0.10463,0.77903,0
IGFL1,921,0.32278,0.62906,0
IGFL1,Mel202,0.1473,0.65855,0
IGFL1,Mel270,0.13292,0.68456,0
IGFL1,Mel285,0.23284,0.53878,0
IGFL1,MP38,0.12213,0.66091,0
IGFL1,MP41,0.052721,0.87665,0
IGFL1,MP46,0.25156,0.09434,0
IGFL1,OMM1,0.078283,0.84863,0
IGFL1,OMM23,0.059335,0.89188,0
IGFL1,OMM25,0.19644,0.42651,0
IGFL2,921,6.6624e-4,0.9773,0
IGFL2,Mel202,-0.16608,0.82599,0
IGFL2,Mel270,-0.028515,0.9878,0
IGFL2,Mel285,-0.056114,0.9027,0
IGFL2,MP38,-0.05972,0.92582,0
IGFL2,MP41,-0.12779,0.79804,0
IGFL2,MP46,0.015709,0.98063,0
IGFL2,OMM1,0.039116,0.9308,0
IGFL2,OMM23,0.019287,0.97398,0
IGFL2,OMM25,-0.045736,0.97109,0
IGFL3,921,0.10399,0.95025,0
IGFL3,Mel202,-0.0052944,0.98195,0
IGFL3,Mel270,-0.017117,0.99956,0
IGFL3,Mel285,0.1613,0.75778,0
IGFL3,MP38,-0.018424,0.98847,0
IGFL3,MP41,-0.074797,0.90615,0
IGFL3,MP46,-0.012226,0.97544,0
IGFL3,OMM1,-0.10793,0.90266,0
IGFL3,OMM23,-0.12394,0.86633,0
IGFL3,OMM25,-0.10052,0.90687,0
IGFL4,921,0.31622,0.6403,0
IGFL4,Mel202,0.11022,0.75826,0
IGFL4,Mel270,0.069395,0.85675,0
IGFL4,Mel285,0.071426,0.93571,0
IGFL4,MP38,0.073956,0.83825,0
IGFL4,MP41,0.01382,0.95721,0
IGFL4,MP46,0.10648,0.76267,0
IGFL4,OMM1,0.11072,0.74465,0
IGFL4,OMM23,0.085177,0.8209,0
IGFL4,OMM25,0.064186000000000007,0.87898,0
IGFLR1,921,-0.32377,0.61306,0
IGFLR1,Mel202,-0.047888,0.98229,0
IGFLR1,Mel270,-0.03578,0.97798,0
IGFLR1,Mel285,0.033493,0.99104,0
IGFLR1,MP38,0.022797,0.95521,0
IGFLR1,MP41,-0.13805,0.77133,0
IGFLR1,MP46,0.040286,0.94855,0
IGFLR1,OMM1,-0.062109,0.9592,0
IGFLR1,OMM23,-0.18692,0.76979,0
IGFLR1,OMM25,-0.02763,0.98835,0
IGFN1,921,0.080005,0.96871,0
IGFN1,Mel202,-0.13408,0.86949,0
IGFN1,Mel270,-0.19088,0.75667,0
IGFN1,Mel285,-0.1165,0.78687,0
IGFN1,MP38,-0.030451,0.96915,0
IGFN1,MP41,-0.0024966,0.98176,0
IGFN1,MP46,-0.012009,0.97566,0
IGFN1,OMM1,-0.072351,0.94549,0
IGFN1,OMM23,-0.024033,0.98799,0
IGFN1,OMM25,-0.024334,0.99251,0
IGHMBP2,921,0.49381,0.27451,0
IGHMBP2,Mel202,0.10633,0.76519,0
IGHMBP2,Mel270,-0.07278,0.92311,0
IGHMBP2,Mel285,0.044029,0.97793,0
IGHMBP2,MP38,-0.017637,0.98944,0
IGHMBP2,MP41,-0.10525,0.8497,0
IGHMBP2,MP46,-0.023807,0.96226,0
IGHMBP2,OMM1,-0.085852,0.93071,0
IGHMBP2,OMM23,-0.13084,0.85636,0
IGHMBP2,OMM25,-0.0125,0.99728000000000006,0
IGIP,921,0.052583,0.99237,0
IGIP,Mel202,-0.01656,0.99625,0
IGIP,Mel270,-0.067289,0.93196,0
IGIP,Mel285,0.0014682,0.98011,0
IGIP,MP38,0.06314,0.91425,0
IGIP,MP41,0.093828,0.83871,0
IGIP,MP46,0.0080034,0.9982,0
IGIP,OMM1,0.055249,0.94055,0
IGIP,OMM23,0.012038,0.98799,0
IGIP,OMM25,-0.013958,0.99174,0
JCHAIN,921,0.091549,0.96016,0
JCHAIN,Mel202,0.16727,0.58429,0
JCHAIN,Mel270,0.018898,0.95141,0
JCHAIN,Mel285,-0.11211,0.79426,0
JCHAIN,MP38,0.012719,0.97353,0
JCHAIN,MP41,-0.13794,0.77136,0
JCHAIN,MP46,0.0078845,0.99355,0
JCHAIN,OMM1,-0.016695,0.99967,0
JCHAIN,OMM23,0.013013,0.97829,0
JCHAIN,OMM25,-0.049835,0.97009,0
IGLL1,921,0.013188,0.98757,0
IGLL1,Mel202,-0.27928,0.66084,0
IGLL1,Mel270,-0.29047,0.57864,0
IGLL1,Mel285,0.075923,0.93005,0
IGLL1,MP38,-0.080401,0.89531,0
IGLL1,MP41,-0.083844,0.88927,0
IGLL1,MP46,0.021376,0.97344,0
IGLL1,OMM1,-0.011907,0.99341,0
IGLL1,OMM23,0.0198,0.97398,0
IGLL1,OMM25,-0.11074,0.88921,0
IGLL5,921,-0.23405,0.73703,0
IGLL5,Mel202,-0.047358,0.98233,0
IGLL5,Mel270,-0.036252,0.97727,0
IGLL5,Mel285,0.25532,0.46565,0
IGLL5,MP38,0.015172,0.96915,0
IGLL5,MP41,-0.0044705,0.98599,0
IGLL5,MP46,-0.017258,0.96968,0
IGLL5,OMM1,0.14525,0.60431,0
IGLL5,OMM23,0.072337,0.86036,0
IGLL5,OMM25,0.15075,0.61467,0
IGLON5,921,-0.24173,0.73093,0
IGLON5,Mel202,-0.33394,0.57199,0
IGLON5,Mel270,-0.59418,0.14342,0
IGLON5,Mel285,-0.33142,0.33577,0
IGLON5,MP38,-0.23254,0.55582,0
IGLON5,MP41,-0.31126,0.41788,0
IGLON5,MP46,0.0056664,0.99752,0
IGLON5,OMM1,-0.31522,0.55963,0
IGLON5,OMM23,-0.18171,0.77835,0
IGLON5,OMM25,-0.29758,0.58558,0
IGSF1,921,0.22148,0.80786,0
IGSF1,Mel202,0.2419,0.32234,0
IGSF1,Mel270,0.1876,0.49054,0
IGSF1,Mel285,0.13063,0.82712,0
IGSF1,MP38,0.12948,0.62653,0
IGSF1,MP41,0.18255,0.39075,0
IGSF1,MP46,0.098233,0.79349,0
IGSF1,OMM1,0.2663,0.13191,0
IGSF1,OMM23,0.17403,0.43367,0
IGSF1,OMM25,0.2612,0.19207,0
IGSF10,921,0.1048,0.94971,0
IGSF10,Mel202,-0.040951,0.98864,0
IGSF10,Mel270,-0.082218,0.91031,0
IGSF10,Mel285,-0.23053,0.53403,0
IGSF10,MP38,-0.0089672,0.99826,0
IGSF10,MP41,-0.025876,0.98343,0
IGSF10,MP46,-0.14877,0.63766,0
IGSF10,OMM1,-0.024311,0.99314,0
IGSF10,OMM23,-0.13203,0.85452,0
IGSF10,OMM25,-0.1126,0.88719,0
IGSF11,921,0.3826,0.50198,0
IGSF11,Mel202,0.24949,0.2875,0
IGSF11,Mel270,0.0035242,0.97445,0
IGSF11,Mel285,0.115,0.86716,0
IGSF11,MP38,0.1131,0.70341,0
IGSF11,MP41,-0.070396,0.91359,0
IGSF11,MP46,-0.0039491,0.98763,0
IGSF11,OMM1,-0.0056074,0.98842,0
IGSF11,OMM23,0.036433,0.9439,0
IGSF11,OMM25,0.14586,0.63774,0
IGSF21,921,0.39036,0.48398,0
IGSF21,Mel202,0.076842,0.8396,0
IGSF21,Mel270,0.025205,0.93916,0
IGSF21,Mel285,0.024635,0.99698,0
IGSF21,MP38,0.0068603,0.98424,0
IGSF21,MP41,0.001905,0.97457,0
IGSF21,MP46,0.061618,0.90125,0
IGSF21,OMM1,0.13667,0.64106,0
IGSF21,OMM23,0.093208,0.79439,0
IGSF21,OMM25,0.09798,0.80022,0
IGSF22,921,0.33805,0.60016,0
IGSF22,Mel202,0.16777,0.58272,0
IGSF22,Mel270,0.13221,0.6867,0
IGSF22,Mel285,-0.11446,0.79021,0
IGSF22,MP38,0.059669,0.88151,0
IGSF22,MP41,0.11019,0.6797,0
IGSF22,MP46,0.025344,0.96813,0
IGSF22,OMM1,0.09117,0.81094,0
IGSF22,OMM23,0.039595,0.93652,0
IGSF22,OMM25,0.1549,0.59665,0
IGSF23,921,-0.087853,0.89979,0
IGSF23,Mel202,-0.0025897,0.97879,0
IGSF23,Mel270,-0.023565,0.99046,0
IGSF23,Mel285,-0.0584,0.89965,0
IGSF23,MP38,0.064398,0.86943,0
IGSF23,MP41,-0.15689,0.72928,0
IGSF23,MP46,0.092362,0.8193,0
IGSF23,OMM1,-0.011429,0.99341,0
IGSF23,OMM23,-0.10347,0.89544,0
IGSF23,OMM25,-0.12398,0.87171,0
IGSF3,921,-0.10834,0.89277,0
IGSF3,Mel202,0.061867,0.89601,0
IGSF3,Mel270,-0.067273,0.93514,0
IGSF3,Mel285,-0.082357,0.87163,0
IGSF3,MP38,-0.1619,0.75739,0
IGSF3,MP41,-0.26585,0.55383,0
IGSF3,MP46,0.010196,0.99259,0
IGSF3,OMM1,-0.18451,0.80842,0
IGSF3,OMM23,-0.025974,0.98493,0
IGSF3,OMM25,-0.10325,0.90697,0
IGSF5,921,0.24246,0.7765,0
IGSF5,Mel202,0.074716,0.84645,0
IGSF5,Mel270,0.14156,0.65333,0
IGSF5,Mel285,0.044563,0.97676,0
IGSF5,MP38,-0.020728,0.98558,0
IGSF5,MP41,0.031272,0.92719,0
IGSF5,MP46,-0.030127,0.95173,0
IGSF5,OMM1,0.14564,0.60256,0
IGSF5,OMM23,0.11691,0.70342,0
IGSF5,OMM25,0.037393,0.93368,0
IGSF6,921,-0.087092,0.90046,0
IGSF6,Mel202,0.13184,0.70084,0
IGSF6,Mel270,-0.19107,0.756,0
IGSF6,Mel285,0.20546,0.63225,0
IGSF6,MP38,-0.12056,0.81967,0
IGSF6,MP41,-0.07843,0.89997,0
IGSF6,MP46,-0.077736,0.85457,0
IGSF6,OMM1,-0.037988,0.98005,0
IGSF6,OMM23,-0.0088542,0.99573,0
IGSF6,OMM25,-0.27279,0.63406,0
IGSF8,921,0.012971,0.98751,0
IGSF8,Mel202,-0.13776,0.86441,0
IGSF8,Mel270,0.053033,0.88695,0
IGSF8,Mel285,-0.097425,0.82285,0
IGSF8,MP38,0.072839,0.84333,0
IGSF8,MP41,0.007769,0.96539,0
IGSF8,MP46,-0.0098299,0.97902,0
IGSF8,OMM1,-0.01011,0.99208,0
IGSF8,OMM23,-0.03124,0.98354,0
IGSF8,OMM25,0.097569,0.80227,0
IGSF9,921,-0.059131,0.92564,0
IGSF9,Mel202,-0.040369,0.98889,0
IGSF9,Mel270,-0.0086279,0.99042,0
IGSF9,Mel285,0.15468,0.77442,0
IGSF9,MP38,-0.096109,0.86397,0
IGSF9,MP41,0.0024426,0.97398,0
IGSF9,MP46,-0.10765,0.77903,0
IGSF9,OMM1,0.026978,0.9519,0
IGSF9,OMM23,-0.040515,0.97829,0
IGSF9,OMM25,0.012441,0.97009,0
IGSF9B,921,0.46146,0.33682,0
IGSF9B,Mel202,0.16079,0.60955,0
IGSF9B,Mel270,0.081875,0.83291,0
IGSF9B,Mel285,0.13308,0.81917,0
IGSF9B,MP38,0.048589,0.91003,0
IGSF9B,MP41,-0.0090639,0.99265,0
IGSF9B,MP46,-0.075112,0.86338,0
IGSF9B,OMM1,0.037522,0.93299,0
IGSF9B,OMM23,0.11929,0.69555,0
IGSF9B,OMM25,0.18788,0.46135,0
IHH,921,0.35912,0.55637,0
IHH,Mel202,0.21951,0.39946,0
IHH,Mel270,0.06893,0.85765,0
IHH,Mel285,0.047433,0.97296,0
IHH,MP38,0.13678,0.59547,0
IHH,MP41,0.067847,0.83536,0
IHH,MP46,0.12413,0.68406,0
IHH,OMM1,0.0888,0.82053,0
IHH,OMM23,0.13954,0.60303,0
IHH,OMM25,0.15586,0.59194,0
IK,921,-1.3,0,1
IK,Mel202,-1.2483,0.008881,1
IK,Mel270,-1.6136,0,1
IK,Mel285,-0.86886,0,1
IK,MP38,-1.4458,0,1
IK,MP41,-0.87587,0,1
IK,MP46,-0.45177,0.0063694,0
IK,OMM1,-1.374,0,1
IK,OMM23,-1.5086,0.0029762,1
IK,OMM25,-1.3619,0,1
IKBIP,921,0.16374,0.8402,0
IKBIP,Mel202,-0.040676,0.99606,0
IKBIP,Mel270,-0.11665,0.84516,0
IKBIP,Mel285,-0.0041854,0.96616,0
IKBIP,MP38,0.053077,0.84632,0
IKBIP,MP41,0.072935,0.7332,0
IKBIP,MP46,-0.028721,0.94557,0
IKBIP,OMM1,-0.072094,0.94454,0
IKBIP,OMM23,0.027648,0.93088,0
IKBIP,OMM25,-0.036082,0.9871,0
ELP1,921,-0.53416,0.32665,0
ELP1,Mel202,-1.0969,0.0191,1
ELP1,Mel270,-0.53943,0.19421,0
ELP1,Mel285,-0.61667,0.018367,1
ELP1,MP38,-0.41397,0.18189,0
ELP1,MP41,-0.56622,0.073404,0
ELP1,MP46,-0.1515,0.6299,0
ELP1,OMM1,-0.65639,0.11111,0
ELP1,OMM23,-1.0781,0.012924,1
ELP1,OMM25,-0.4525,0.33539,0
IKBKB,921,-0.045538,0.94173,0
IKBKB,Mel202,-0.18663,0.79242,0
IKBKB,Mel270,0.12042,0.7207,0
IKBKB,Mel285,-0.048117,0.91468,0
IKBKB,MP38,0.1187,0.67611,0
IKBKB,MP41,-0.084479,0.88805,0
IKBKB,MP46,0.030243,0.96226,0
IKBKB,OMM1,0.22084,0.2599,0
IKBKB,OMM23,0.16164,0.49098,0
IKBKB,OMM25,0.17496,0.51361,0
IKBKE,921,0.49601,0.26875,0
IKBKE,Mel202,0.13538,0.69125,0
IKBKE,Mel270,0.19513,0.46256,0
IKBKE,Mel285,0.39187,0.0962,0
IKBKE,MP38,0.20735,0.22301,0
IKBKE,MP41,0.28991,0.066441,0
IKBKE,MP46,0.14964,0.56257,0
IKBKE,OMM1,0.2267,0.23723,0
IKBKE,OMM23,0.24787,0.14543,0
IKBKE,OMM25,0.19077,0.44848,0
IKBKG,921,0.14044,0.90826,0
IKBKG,Mel202,-0.045155,0.98536,0
IKBKG,Mel270,0.17847,0.52079,0
IKBKG,Mel285,-0.10287,0.81147,0
IKBKG,MP38,-0.21755,0.59931,0
IKBKG,MP41,0.13781,0.57183,0
IKBKG,MP46,0.096062,0.79985,0
IKBKG,OMM1,0.14409,0.61214,0
IKBKG,OMM23,0.17225,0.44248,0
IKBKG,OMM25,0.073327,0.85734,0
IKZF1,921,-0.090451,0.8968,0
IKZF1,Mel202,0.019694,0.94852,0
IKZF1,Mel270,-0.20551,0.72596,0
IKZF1,Mel285,-0.13811,0.74842,0
IKZF1,MP38,-0.10334,0.84816,0
IKZF1,MP41,-0.030384,0.97559,0
IKZF1,MP46,-0.016388,0.97036,0
IKZF1,OMM1,0.075116,0.85522,0
IKZF1,OMM23,0.048651,0.92101,0
IKZF1,OMM25,0.036967,0.9343,0
IKZF2,921,0.20401,0.83423,0
IKZF2,Mel202,0.15698,0.62474,0
IKZF2,Mel270,0.17445,0.5333,0
IKZF2,Mel285,0.15597,0.7709,0
IKZF2,MP38,0.10171,0.75188,0
IKZF2,MP41,0.16557,0.46038,0
IKZF2,MP46,0.090985,0.82241,0
IKZF2,OMM1,0.18024,0.44001,0
IKZF2,OMM23,0.094653,0.79216,0
IKZF2,OMM25,0.2472,0.22916,0
IKZF3,921,0.16669,0.88456,0
IKZF3,Mel202,0.28786,0.17211,0
IKZF3,Mel270,-0.0257,0.99042,0
IKZF3,Mel285,0.22231,0.57627,0
IKZF3,MP38,0.013069,0.97289,0
IKZF3,MP41,0.22032,0.22533,0
IKZF3,MP46,-0.021943,0.9628,0
IKZF3,OMM1,0.25677,0.14935,0
IKZF3,OMM23,0.10072,0.77564,0
IKZF3,OMM25,0.20403,0.39543,0
IKZF4,921,-0.066506,0.92073,0
IKZF4,Mel202,-0.098625,0.91913,0
IKZF4,Mel270,-0.10692,0.87799,0
IKZF4,Mel285,-0.19472,0.62495,0
IKZF4,MP38,-0.1122,0.83327,0
IKZF4,MP41,-0.053094,0.94284,0
IKZF4,MP46,-0.043149,0.93219,0
IKZF4,OMM1,-0.1269,0.87852,0
IKZF4,OMM23,-0.097935,0.90594,0
IKZF4,OMM25,-0.11684,0.8829,0
IKZF5,921,0.318,0.63854,0
IKZF5,Mel202,0.20986,0.43177,0
IKZF5,Mel270,0.076162,0.84398,0
IKZF5,Mel285,0.12654,0.83822,0
IKZF5,MP38,0.17159,0.41169,0
IKZF5,MP41,0.11384,0.66677,0
IKZF5,MP46,0.044774,0.9384,0
IKZF5,OMM1,0.1504,0.5857,0
IKZF5,OMM23,0.095954,0.78796,0
IKZF5,OMM25,0.055546,0.89597,0
IL10,921,0.12826,0.92268,0
IL10,Mel202,-0.08739,0.93589,0
IL10,Mel270,0.072389,0.85017,0
IL10,Mel285,0.080848,0.92413,0
IL10,MP38,0.071107,0.84632,0
IL10,MP41,0.11543,0.66228,0
IL10,MP46,0.083729,0.84527,0
IL10,OMM1,0.064486,0.88557,0
IL10,OMM23,0.12828,0.65585,0
IL10,OMM25,0.03275,0.94058,0
IL10RA,921,0.22622,0.80059,0
IL10RA,Mel202,0.2749,0.21532,0
IL10RA,Mel270,0.21717,0.37478,0
IL10RA,Mel285,-0.07032,0.87595,0
IL10RA,MP38,0.050079,0.90733,0
IL10RA,MP41,-0.19246,0.65385,0
IL10RA,MP46,0.029391,0.96273,0
IL10RA,OMM1,0.1868,0.40928,0
IL10RA,OMM23,-0.14506,0.83142,0
IL10RA,OMM25,0.13594,0.67238,0
IL10RB,921,0.33811,0.60004,0
IL10RB,Mel202,0.21312,0.42432,0
IL10RB,Mel270,0.065936,0.8642,0
IL10RB,Mel285,0.10962,0.87787,0
IL10RB,MP38,0.21713,0.18546,0
IL10RB,MP41,0.27625,0.079055,0
IL10RB,MP46,0.11998,0.70679,0
IL10RB,OMM1,0.33962,0.026379,0
IL10RB,OMM23,0.1755,0.42544,0
IL10RB,OMM25,0.1918,0.44557,0
IL11,921,-0.016156,0.95656,0
IL11,Mel202,-0.099843,0.90674,0
IL11,Mel270,-0.12864,0.82186,0
IL11,Mel285,-0.0023051,0.96911,0
IL11,MP38,-0.033862,0.96374,0
IL11,MP41,-0.11195,0.7964,0
IL11,MP46,-0.14798,0.47759,0
IL11,OMM1,-0.050521,0.97125,0
IL11,OMM23,-0.084859,0.91769,0
IL11,OMM25,-0.014726,0.98443,0
IL11RA,921,0.092006,0.95939,0
IL11RA,Mel202,0.031956,0.92983,0
IL11RA,Mel270,0.075746,0.84398,0
IL11RA,Mel285,0.0091388,0.98788,0
IL11RA,MP38,0.13458,0.60302,0
IL11RA,MP41,0.14562,0.54126,0
IL11RA,MP46,-0.0063065,0.98365,0
IL11RA,OMM1,0.055725,0.9014,0
IL11RA,OMM23,-0.08977,0.91842,0
IL11RA,OMM25,0.044264,0.92078,0
IL12A,921,-0.0061084,0.97182,0
IL12A,Mel202,-0.008045,0.98517,0
