dataset,cell_line_label,gene,num,neg.score,neg.p.value,neg.fdr,neg.rank,neg.goodsgrna,neg.lfc,pos.score,pos.p.value,pos.fdr,pos.rank,pos.goodsgrna,pos.lfc,is_depleted_mageck,is_enriched_mageck,BF,is_depleted_bagel
scaled,MP41,SIN3A,8,4.1643e-4,0.0028068,0.039148,75,8,-0.81966,0.99889,0.99887,0.999995,1023,0,-0.81966,1,0,3.11573958333333,1
scaled,MP41,RBBP4,7,4.4347e-4,0.002536,0.036326,77,6,-1.5702,0.96577,0.96566,0.999995,955,0,-1.5702,1,0,5.59120089285714,1
scaled,MP41,SFPQ,8,4.6545e-4,0.0030123,0.039779,80,4,-0.79049,0.75858,0.75852,0.999995,758,0,-0.79049,1,0,4.56105208333333,1
scaled,MP41,RNF40,8,5.856e-4,0.0036848,0.044109,86,7,-0.98742,0.67128,0.67224,0.999995,677,0,-0.98742,1,0,2.38263541666667,1
scaled,MP41,PPP2R1A,8,5.8841e-4,0.0037035,0.044109,87,8,-1.3997,0.99848,0.99846,0.999995,1019,0,-1.3997,1,0,4.93940625,1
scaled,MP41,AKIRIN2,8,6.1493e-4,0.0038623,0.044716,90,7,-0.71137,0.90705,0.90637,0.999995,892,0,-0.71137,1,0,2.58913541666667,1
scaled,MP41,ZNF407,8,6.6183e-4,0.0040678,0.045871,92,7,-0.78156,0.97915,0.97861,0.999995,970,0,-0.78156,1,0,2.81871875,1
scaled,MP41,RIC8A,8,6.8645e-4,0.0041986,0.046847,93,6,-0.74754,0.92196,0.92144,0.999995,905,0,-0.74754,1,0,2.89540625,1
scaled,OMM1,NAE1,16,4.2575e-11,4.6703e-6,1.77e-4,3,15,-0.81939,0.99992,0.99989,0.999995,993,0,-0.81939,1,0,4.74085416666667,1
scaled,OMM1,CCND1,8,1.0403e-9,4.6703e-6,1.77e-4,6,8,-1.6509,1,1,0.999995,1057,0,-1.6509,1,0,9.92326041666667,1
scaled,OMM1,NXT1,8,3.0632e-7,4.6703e-6,1.77e-4,22,7,-1.3058,0.995,0.99501,0.999995,930,0,-1.3058,1,0,7.56780208333333,1
scaled,OMM1,ALDOA,8,8.0272e-7,4.6703e-6,1.77e-4,28,8,-1.385,1,1,0.999995,1041,0,-1.385,1,0,7.92830208333333,1
scaled,OMM1,DYNLRB1,7,1.3077e-6,1.4011e-5,4.13e-4,31,7,-1.1383,1,1,0.999995,1038,0,-1.1383,1,0,7.53929613095238,1
scaled,OMM1,HMGCS1,7,1.7622e-6,1.4011e-5,4.13e-4,33,7,-1.7756,1,1,0.999995,1036,0,-1.7756,1,0,8.97829613095238,1
scaled,OMM1,PPP2R1A,8,3.0942e-6,3.2692e-5,7.7e-4,41,7,-1.4682,0.68305,0.68392,0.999995,598,0,-1.4682,1,0,7.24636458333333,1
scaled,OMM1,RRM2,7,3.6141e-6,3.2692e-5,7.7e-4,43,6,-1.0034,0.96889,0.96871,0.999995,873,0,-1.0034,1,0,6.65279613095238,1
scaled,OMM1,VMP1,8,4.0445e-6,4.2033e-5,8.25e-4,45,8,-1.1383,1,1,0.999995,1028,0,-1.1383,1,0,6.14882291666667,1
scaled,OMM1,RNF40,8,5.6347e-6,4.2033e-5,8.25e-4,48,8,-1.1456,0.99999,1,0.999995,1025,0,-1.1456,1,0,5.60294791666667,1
scaled,OMM1,INTS6,6,7.3665e-6,3.2692e-5,7.7e-4,53,6,-1.5552,0.99999,1,0.999995,1022,0,-1.5552,1,0,9.18903819444444,1
scaled,OMM1,SIN3A,8,1.1684e-5,8.8735e-5,0.001542,60,8,-0.85356,0.99999,1,0.999995,1016,0,-0.85356,1,0,5.98942708333333,1
scaled,OMM1,ATP6V1C1,8,2.3864e-5,2.0082e-4,0.002916,73,8,-0.77107,0.99998,0.99999,0.999995,1007,0,-0.77107,1,0,4.16398958333333,1
scaled,OMM1,ATP6V1B2,8,3.1355e-5,2.7555e-4,0.003606,79,7,-0.81596,0.99331,0.99326,0.999995,923,0,-0.81596,1,0,5.62292708333333,1
scaled,OMM1,ZNF407,8,5.5998e-5,4.6236e-4,0.005319,88,7,-0.71647,0.98508,0.98501,0.999995,901,0,-0.71647,1,0,5.79363541666667,1
scaled,OMM1,SOD1,8,5.7512e-5,4.717e-4,0.005319,90,8,-1.1345,0.99994,0.99995,0.999995,999,0,-1.1345,1,0,5.95161458333333,1
scaled,OMM1,AKIRIN2,8,5.8425e-5,4.717e-4,0.005319,91,8,-0.66135,0.99994,0.99994,0.999995,998,0,-0.66135,1,0,3.25926041666667,1
scaled,OMM1,RIC8A,8,8.4519e-5,6.2115e-4,0.006651,97,8,-0.66106,0.99992,0.9999,0.999995,992,0,-0.66106,1,0,3.93738541666667,1
scaled,OMM1,LSM4,8,1.3562e-4,8.3598e-4,0.008282,106,8,-1.6669,0.99986,0.99981,0.999995,989,0,-1.6669,1,0,6.47144791666667,1
scaled,OMM1,CDS2,8,1.3603e-4,8.4532e-4,0.008297,107,7,-0.75269,0.76678,0.76668,0.999995,670,0,-0.75269,1,0,4.84511458333333,1
scaled,OMM1,CDK2,8,1.7751e-4,0.0011536,0.010918,112,7,-1.2098,0.98968,0.98951,0.999995,914,0,-1.2098,1,0,5.75148958333333,1
scaled,OMM1,CHORDC1,6,2.7235e-4,0.0014618,0.013021,121,6,-1.2164,0.99973,0.99973,0.999995,982,0,-1.2164,1,0,6.91439930555556,1
scaled,OMM1,RNF113A,8,3.668e-4,0.0024893,0.020297,127,7,-0.74078,0.97295,0.9722,0.999995,880,0,-0.74078,1,0,4.76534375,1
scaled,OMM1,PRKDC,16,4.2887e-4,0.0041052,0.028074000000000002,136,12,-0.30723,0.51837,0.51628,0.999995,464,0,-0.30723,1,0,0.52765625,1
scaled,OMM1,SFPQ,8,4.6545e-4,0.0030123,0.022716,141,6,-0.58685,0.9404,0.93971,0.999995,839,0,-0.58685,1,0,5.46846875,1
scaled,OMM1,AHCYL1,8,4.7182e-4,0.0030217,0.022716,142,8,-0.68308,0.99953,0.99943,0.999995,976,0,-0.68308,1,0,3.25484375,1
scaled,OMM1,RBBP4,7,6.8071e-4,0.0039744,0.027716,153,6,-1.25,0.86789,0.86713,0.999995,755,0,-1.25,1,0,7.01201041666667,1
scaled,OMM1,HUS1,8,0.0010028,0.0058799,0.037099,167,8,-0.76702,0.99864,0.99859,0.999995,959,0,-0.76702,1,0,3.41942708333333,1
scaled,OMM1,SMARCA4,8,0.0012669,0.0074211,0.044193,178,7,-0.46895,0.22579,0.22606,0.999995,207,0,-0.46895,1,0,2.23973958333333,1
scaled,OMM23,NAE1,16,4.5107e-13,4.6703e-6,1.3e-4,2,15,-0.93361,0.99952,0.99954,0.999995,977,0,-0.93361,1,0,7.95620833333333,1
scaled,OMM23,RIC8A,8,7.9573e-8,4.6703e-6,1.3e-4,20,8,-0.85837,1,1,0.999995,1049,0,-0.85837,1,0,10.2392708333333,1
scaled,OMM23,PRKDC,16,1.567e-7,1.4011e-5,3.45e-4,22,15,-0.46938,0.99613,0.99672,0.999995,948,0,-0.46938,1,0,2.73419791666667,1
scaled,OMM23,HMGCS1,7,4.6607e-7,4.6703e-6,1.3e-4,31,7,-1.1335,1,1,0.999995,1039,0,-1.1335,1,0,10.8547857142857,1
scaled,OMM23,INTS6,6,1.3254e-6,4.6703e-6,1.3e-4,39,6,-1.4037,1,1,0.999995,1034,0,-1.4037,1,0,11.3211944444444,1
scaled,OMM23,CCND1,8,1.3378e-6,1.4011e-5,3.45e-4,40,8,-0.6095,1,1,0.999995,1033,0,-0.6095,1,0,4.32610416666667,1
scaled,OMM23,ATP6V1B2,8,3.0509e-6,3.2692e-5,6.93e-4,47,8,-0.84272,1,1,0.999995,1030,0,-0.84272,1,0,8.00508333333333,1
scaled,OMM23,AHCYL1,8,3.6556e-6,4.2033e-5,7.43e-4,50,8,-0.84186,0.99998,1,0.999995,1009,0,-0.84186,1,0,6.43839583333333,1
scaled,OMM23,ATP6V1C1,8,7.9376e-6,5.1373e-5,8.01e-4,63,8,-0.70383,0.99999,1,0.999995,1019,0,-0.70383,1,0,5.1088125,1
scaled,OMM23,RRM2,7,8.2931e-6,5.1373e-5,8.01e-4,64,6,-0.76502,0.97486,0.97481,0.999995,903,0,-0.76502,1,0,8.38740476190476,1
scaled,OMM23,VMP1,8,9.6045e-6,6.0714e-5,8.82e-4,67,8,-0.95547,0.99998,1,0.999995,1007,0,-0.95547,1,0,9.64508333333333,1
scaled,OMM23,CHORDC1,6,1.2271e-5,7.0054e-5,9.9e-4,74,6,-1.317,0.99992,0.99995,0.999995,998,0,-1.317,1,0,11.65325,1
scaled,OMM23,ALDOA,8,1.2506e-5,1.0742e-4,0.001498,75,8,-1.0277,0.99988,0.99984,0.999995,994,0,-1.0277,1,0,7.71745833333333,1
scaled,OMM23,AKIRIN2,8,1.417e-5,1.261e-4,0.001714,78,8,-0.68618,0.99992,0.9999,0.999995,997,0,-0.68618,1,0,5.6299375,1
scaled,OMM23,KIF4A,8,1.6437e-5,1.4478e-4,0.001895,80,8,-0.80707,0.99975,0.99969,0.999995,982,0,-0.80707,1,0,6.7056875,1
scaled,OMM23,CDS2,8,2.8585e-5,2.5687e-4,0.003166,86,7,-0.81716,0.96806,0.9674,0.999995,890,0,-0.81716,1,0,7.85302083333333,1
scaled,OMM23,ZNF407,8,3.4976e-5,3.1291e-4,0.003685,90,7,-0.69127,0.95895,0.95816,0.999995,873,0,-0.69127,1,0,7.0205,1
scaled,OMM23,PPP2R1A,8,4.0531e-5,3.4093e-4,0.003886,92,7,-1.0971,0.98766,0.98754,0.999995,920,0,-1.0971,1,0,8.6505,1
scaled,OMM23,SIN3A,8,4.8102e-5,3.9697e-4,0.004338,97,8,-0.70163,0.99995,0.99995,0.999995,1001,0,-0.70163,1,0,6.52966666666667,1
scaled,OMM23,DYNLRB1,7,7.6614e-5,4.4368e-4,0.004703,104,7,-0.75742,0.99986,0.9999,0.999995,991,0,-0.75742,1,0,5.09928571428571,1
scaled,OMM23,SOD1,8,8.6878e-5,6.4917e-4,0.006371,107,8,-1.087,0.9998,0.99972,0.999995,984,0,-1.087,1,0,7.87508333333333,1
scaled,OMM23,CDK2,8,1.6071e-4,0.0010321,0.008752,124,8,-0.76046,0.99655,0.99646,0.999995,952,0,-0.76046,1,0,5.41083333333333,1
scaled,OMM23,RNF113A,8,2.1413e-4,0.0013217,0.010777,129,7,-0.65635,0.95679,0.95594,0.999995,867,0,-0.65635,1,0,8.09177083333333,1
scaled,OMM23,LSM4,8,3.6543e-4,0.0024799,0.019188,136,7,-1.3043,0.9934,0.99332,0.999995,935,0,-1.3043,1,0,9.50677083333333,1
scaled,OMM23,RNF40,8,6.2502e-4,0.003881,0.026842,151,8,-0.56444,0.99937,0.99924,0.999995,973,0,-0.56444,1,0,3.57952083333333,1
scaled,OMM23,RBBP4,7,7.4251e-4,0.0043854,0.029421,157,6,-1.1575,0.83301,0.83138,0.999995,760,0,-1.1575,1,0,9.16161904761905,1
scaled,OMM23,HUS1,8,0.0011475,0.0067579,0.041891,171,7,-0.48234,0.74539,0.74469,0.999995,675,0,-0.48234,1,0,2.07833333333333,1
scaled,OMM23,SFPQ,8,0.0011726,0.0068793,0.042396,172,6,-0.57492,0.94636,0.94574,0.999995,853,0,-0.57492,1,0,7.8155,1
