Gene	ModelName	Beta	FDR
GPCPD1	Mel202	0.083965	0.82711
GPCPD1	Mel270	0.034205	0.92124
GPCPD1	Mel285	0.083148	0.92274
GPCPD1	MP38	-0.0060074	0.99899
GPCPD1	MP41	0.11391	0.66677
GPCPD1	MP46	0.019385	0.97653
GPCPD1	OMM1	-0.0036895	0.98736
GPCPD1	OMM23	0.10673	0.74883
GPCPD1	OMM25	0.032753	0.94058
GPD1	921	-0.14585	0.84332
GPD1	Mel202	0.14966	0.64986
GPD1	Mel270	-0.073978	0.92152
GPD1	Mel285	-0.10925	0.79811
GPD1	MP38	-0.032107	0.96803
GPD1	MP41	0.062872	0.85058
GPD1	MP46	0.010348	0.98989
GPD1	OMM1	0.046336	0.91981
GPD1	OMM23	0.04184	0.93131
GPD1	OMM25	0.11269	0.75228
GPD1L	921	0.60918	0.10333
GPD1L	Mel202	0.41097	0.02225
GPD1L	Mel270	0.25753	0.22342
GPD1L	Mel285	0.32038	0.26253
GPD1L	MP38	0.077088	0.83211
GPD1L	MP41	0.24705	0.13878
GPD1L	MP46	0.085861	0.83947
GPD1L	OMM1	0.17695	0.45653
GPD1L	OMM23	0.17757	0.42034
GPD1L	OMM25	0.31496	0.065801
GPD2	921	0.29603	0.67963
GPD2	Mel202	0.16018	0.61282
GPD2	Mel270	0.085576	0.82426
GPD2	Mel285	0.074056	0.93257
GPD2	MP38	0.048464	0.91018
GPD2	MP41	0.032649	0.92473
GPD2	MP46	-0.012983	0.97482
GPD2	OMM1	0.030943	0.94454
GPD2	OMM23	0.029145	0.96138
GPD2	OMM25	0.070874	0.86439
GPER1	921	0.55368	0.17287
GPER1	Mel202	0.1451	0.66542
GPER1	Mel270	0.098674	0.79037
GPER1	Mel285	0.040861	0.98262
GPER1	MP38	0.013769	0.9713
GPER1	MP41	0.074253	0.81542
GPER1	MP46	0.055465	0.91321
GPER1	OMM1	0.2597	0.14051
GPER1	OMM23	0.25439	0.13077
GPER1	OMM25	0.21113	0.36484
GPHA2	921	-0.065517	0.92133
GPHA2	Mel202	0.15997	0.61285
GPHA2	Mel270	-0.079974	0.91361
GPHA2	Mel285	-0.071129	0.8744
GPHA2	MP38	-0.0033459	0.99522
GPHA2	MP41	-0.015494	0.99883
GPHA2	MP46	0.073168	0.87667
GPHA2	OMM1	-0.017164	0.99967
GPHA2	OMM23	-0.14331	0.83433
GPHA2	OMM25	0.11389	0.7471
GPHN	921	0.2147	0.81924
GPHN	Mel202	0.090234	0.81152
GPHN	Mel270	0.25646	0.22799
GPHN	Mel285	0.18441	0.69694
GPHN	MP38	0.15984	0.46145
GPHN	MP41	0.092521	0.74482
GPHN	MP46	0.038638	0.95078
GPHN	OMM1	0.21371	0.29131
GPHN	OMM23	0.18252	0.39421
GPHN	OMM25	0.34176	0.039236
GPI	921	-0.075223	0.91169
GPI	Mel202	-0.21026	0.75639
GPI	Mel270	0.026412	0.93616
GPI	Mel285	-0.22519	0.54449
GPI	MP38	-0.075938	0.90591
GPI	MP41	-0.19592	0.64503
GPI	MP46	0.086313	0.8388
GPI	OMM1	-0.15919	0.83207
GPI	OMM23	-0.26795	0.61868
GPI	OMM25	0.045181	0.91808
GPIHBP1	921	-0.31959	0.62029
GPIHBP1	Mel202	-0.46159	0.37521
GPIHBP1	Mel270	0.07476	0.84716
GPIHBP1	Mel285	-0.070742	0.87488
GPIHBP1	MP38	-0.098305	0.86031
GPIHBP1	MP41	-0.15281	0.737
GPIHBP1	MP46	-0.065066	0.88646
GPIHBP1	OMM1	0.063353	0.88886
GPIHBP1	OMM23	0.15289	0.53645
GPIHBP1	OMM25	0.027572	0.94802
GPKOW	921	-0.5723	0.2838
GPKOW	Mel202	-1.1425	0.017518
GPKOW	Mel270	-0.85814	0.03202
GPKOW	Mel285	-0.52446	0.074438
GPKOW	MP38	-0.89145	0.003268
GPKOW	MP41	-0.49061	0.13991
GPKOW	MP46	-0.040686	0.93685
GPKOW	OMM1	-0.79638	0.045908
GPKOW	OMM23	-0.72666	0.088209
GPKOW	OMM25	-0.95489	0.007278
GPLD1	921	0.12818	0.92295
GPLD1	Mel202	-0.24634	0.70492
GPLD1	Mel270	-0.074741	0.92023
GPLD1	Mel285	0.19755	0.65624
GPLD1	MP38	-0.12098	0.81847
GPLD1	MP41	-0.055542	0.94029
GPLD1	MP46	-0.010856	0.97756
GPLD1	OMM1	0.093122	0.80712
GPLD1	OMM23	0.011556	0.97923
GPLD1	OMM25	-0.05069	0.96926
GPM6A	921	0.28879	0.69249
GPM6A	Mel202	0.1813	0.52726
GPM6A	Mel270	0.13357	0.68265
GPM6A	Mel285	0.33145	0.22969
GPM6A	MP38	0.12765	0.63894
GPM6A	MP41	0.071203	0.82681
GPM6A	MP46	0.066088	0.88977
GPM6A	OMM1	0.14569	0.60256
GPM6A	OMM23	0.21497	0.25475
GPM6A	OMM25	0.12475	0.71149
GPM6B	921	0.30876	0.65375
GPM6B	Mel202	0.32633	0.087075
GPM6B	Mel270	0.22393	0.35044
GPM6B	Mel285	0.19795	0.65502
GPM6B	MP38	0.16677	0.43215
GPM6B	MP41	0.28359	0.070194
GPM6B	MP46	0.091031	0.82212
GPM6B	OMM1	0.24154	0.18955
GPM6B	OMM23	0.23478	0.17788
GPM6B	OMM25	0.3602	0.025522
GPN1	921	-0.40311	0.5004
GPN1	Mel202	-0.88364	0.04265
GPN1	Mel270	-0.82597	0.039194
GPN1	Mel285	-0.57797	0.04475
GPN1	MP38	-0.50844	0.074534
GPN1	MP41	-0.48115	0.14872
GPN1	MP46	-0.24222	0.29716
GPN1	OMM1	-1.2606	0.004158
GPN1	OMM23	-1.3599	0.0047393
GPN1	OMM25	-1.2045	0
GPN2	921	-1.0959	0.011655
GPN2	Mel202	-0.97527	0.029933
GPN2	Mel270	-0.72144	0.073977
GPN2	Mel285	-0.45068	0.1423
GPN2	MP38	-0.31564	0.35704
GPN2	MP41	-0.91835	0
GPN2	MP46	-0.17176	0.55754
GPN2	OMM1	-1.3535	0
GPN2	OMM23	-1.4311	0.0029762
GPN2	OMM25	-1.2741	0
GPN3	921	-0.4402	0.45449
GPN3	Mel202	-0.43599	0.41495
GPN3	Mel270	-0.52346	0.21251
GPN3	Mel285	-0.43506	0.16365
GPN3	MP38	-0.13535	0.78981
GPN3	MP41	-0.45029	0.17815
GPN3	MP46	-0.055913	0.90441
GPN3	OMM1	-0.75675	0.056159
GPN3	OMM23	-0.72023	0.088314
GPN3	OMM25	-0.60197	0.17025
GPNMB	921	0.19167	0.85247
GPNMB	Mel202	0.13928	0.6791
GPNMB	Mel270	0.11118	0.75582
GPNMB	Mel285	0.051676	0.96911
GPNMB	MP38	-0.014811	0.99149
GPNMB	MP41	0.13037	0.60167
GPNMB	MP46	0.13109	0.64907
GPNMB	OMM1	0.17885	0.4481
GPNMB	OMM23	0.11679	0.70377
GPNMB	OMM25	0.10532	0.77666
CMKLR2	921	-0.0025571	0.97522
CMKLR2	Mel202	-0.069587	0.95847
CMKLR2	Mel270	0.02849	0.9307
CMKLR2	Mel285	0.0076066	0.98612
CMKLR2	MP38	-0.018308	0.9886
CMKLR2	MP41	0.031569	0.9265
CMKLR2	MP46	-0.015348	0.97174
CMKLR2	OMM1	-0.020164	0.99669
CMKLR2	OMM23	0.021132	0.97055
CMKLR2	OMM25	-0.085171	0.92855
GPR101	921	0.29927	0.67538
GPR101	Mel202	0.13538	0.69125
GPR101	Mel270	0.1518	0.6146
GPR101	Mel285	0.22864	0.55301
GPR101	MP38	0.065268	0.86522
GPR101	MP41	0.13219	0.59188
GPR101	MP46	-0.012973	0.97483
GPR101	OMM1	0.17751	0.45306
GPR101	OMM23	0.024102	0.96673
GPR101	OMM25	0.15587	0.59194
GPR107	921	0.16524	0.88559
GPR107	Mel202	0.056283	0.88753
GPR107	Mel270	0.058177	0.87799
GPR107	Mel285	-0.1094	0.79806
GPR107	MP38	0.10391	0.74381
GPR107	MP41	0.096429	0.72982
GPR107	MP46	-0.064319	0.88869
GPR107	OMM1	-0.11237	0.89486
GPR107	OMM23	-0.13901	0.84283
GPR107	OMM25	-0.12428	0.87068
GPR108	921	0.24019	0.77979
GPR108	Mel202	0.11173	0.75505
GPR108	Mel270	0.18305	0.50353
GPR108	Mel285	0.08027	0.92531
GPR108	MP38	-0.033063	0.9672
GPR108	MP41	3.0601e-5	0.97641
GPR108	MP46	0.035068	0.95562
GPR108	OMM1	0.0029279	0.9798
GPR108	OMM23	0.16858	0.46134
GPR108	OMM25	0.1187	0.72945
ADGRF1	921	-0.04806	0.93739
ADGRF1	Mel202	-0.12041	0.89176
ADGRF1	Mel270	0.069462	0.85659
ADGRF1	Mel285	0.26631	0.43258
ADGRF1	MP38	0.05772	0.88712
ADGRF1	MP41	0.078168	0.80066
ADGRF1	MP46	0.11156	0.73805
ADGRF1	OMM1	0.13326	0.65519
ADGRF1	OMM23	0.14144	0.59413
ADGRF1	OMM25	0.16824	0.53553
ADGRG4	921	0.25714	0.7483
ADGRG4	Mel202	0.28082	0.19513
ADGRG4	Mel270	0.19717	0.45324
ADGRG4	Mel285	0.27393	0.40854
ADGRG4	MP38	0.21672	0.1878
ADGRG4	MP41	0.22981	0.19451
ADGRG4	MP46	0.12027	0.70676
ADGRG4	OMM1	0.10095	0.77807
ADGRG4	OMM23	0.18763	0.375
ADGRG4	OMM25	0.14747	0.63036
ADGRF3	921	0.16487	0.8858
ADGRF3	Mel202	0.054785	0.89078
ADGRF3	Mel270	0.096963	0.79585
ADGRF3	Mel285	0.12111	0.85317
ADGRF3	MP38	0.08696	0.80118
ADGRF3	MP41	0.082002	0.78471
ADGRF3	MP46	0.062247	0.89995
ADGRF3	OMM1	0.060037	0.89143
ADGRF3	OMM23	0.092964	0.79517
ADGRF3	OMM25	0.051928	0.9065
ADGRG5	921	0.4489	0.35829
ADGRG5	Mel202	-0.013732	0.98987
ADGRG5	Mel270	0.10409	0.77469
ADGRG5	Mel285	0.1074	0.88208
ADGRG5	MP38	0.051208	0.90662
ADGRG5	MP41	-1.0142e-4	0.97657
ADGRG5	MP46	0.12254	0.69408
ADGRG5	OMM1	-0.0093474	0.99208
ADGRG5	OMM23	-0.093713	0.91396
ADGRG5	OMM25	0.094466	0.80874
ADGRF4	921	0.058688	0.9855
ADGRF4	Mel202	0.099934	0.78325
ADGRF4	Mel270	0.093154	0.80773
ADGRF4	Mel285	0.31795	0.2713
ADGRF4	MP38	0.11866	0.67611
ADGRF4	MP41	0.15051	0.52328
ADGRF4	MP46	0.018735	0.97756
ADGRF4	OMM1	0.13345	0.65422
ADGRF4	OMM23	0.18027	0.40897
ADGRF4	OMM25	0.22142	0.32442
ADGRF5	921	-0.093349	0.89437
ADGRF5	Mel202	-0.17483	0.81242
ADGRF5	Mel270	-0.026056	0.99009
ADGRF5	Mel285	-0.0070727	0.96911
ADGRF5	MP38	-0.013561	0.99258
ADGRF5	MP41	0.023041	0.94262
ADGRF5	MP46	-0.065754	0.88558
ADGRF5	OMM1	0.025293	0.95458
ADGRF5	OMM23	0.0012231	0.98721
ADGRF5	OMM25	0.056418	0.89322
GPR119	921	0.1415	0.90711
GPR119	Mel202	0.28559	0.17751
GPR119	Mel270	0.12806	0.70258
GPR119	Mel285	0.063487	0.94976
GPR119	MP38	0.099963	0.75663
GPR119	MP41	0.22143	0.22265
GPR119	MP46	0.1071	0.76055
GPR119	OMM1	0.25039	0.16282
GPR119	OMM23	0.088636	0.80956
GPR119	OMM25	0.18435000000000001	0.47902
GPR12	921	0.10742	0.94697
GPR12	Mel202	-0.010187	0.98684
GPR12	Mel270	-7.6567e-4	0.98081
GPR12	Mel285	0.19474	0.66417
GPR12	MP38	0.020152	0.96103
GPR12	MP41	0.006228	0.96782
GPR12	MP46	-0.038888	0.9384
GPR12	OMM1	-0.01322	0.99514
GPR12	OMM23	0.018277	0.97463
GPR12	OMM25	0.12863	0.69655
ADGRA1	921	0.20679	0.83211
ADGRA1	Mel202	0.050686	0.89716
ADGRA1	Mel270	0.091745	0.81038
ADGRA1	Mel285	0.11494	0.86716
ADGRA1	MP38	0.078127	0.82938
ADGRA1	MP41	0.18282	0.38899
ADGRA1	MP46	0.024762	0.96984
ADGRA1	OMM1	0.13665	0.64106
ADGRA1	OMM23	0.12855	0.65483
ADGRA1	OMM25	0.15861	0.58038
ADGRA2	921	0.20578	0.834
ADGRA2	Mel202	-0.024644	0.99866
ADGRA2	Mel270	0.18524	0.49627
ADGRA2	Mel285	0.23922	0.52255
ADGRA2	MP38	0.10411	0.74286
ADGRA2	MP41	0.095564	0.73179
ADGRA2	MP46	0.077581	0.86237
ADGRA2	OMM1	0.16733	0.50406
ADGRA2	OMM23	0.26408	0.10025
ADGRA2	OMM25	0.17159	0.52725
ADGRA3	921	0.15058	0.90808
ADGRA3	Mel202	-4.3853e-6	0.98233
ADGRA3	Mel270	0.052895	0.90744
ADGRA3	Mel285	0.042666	0.98387
ADGRA3	MP38	-0.046933	0.9452
ADGRA3	MP41	0.010813	0.97081
ADGRA3	MP46	0.09017	0.84805
ADGRA3	OMM1	0.12227	0.75736
ADGRA3	OMM23	0.029901	0.96832
ADGRA3	OMM25	0.10086	0.82258
ADGRG6	921	0.48371	0.29409
ADGRG6	Mel202	0.30091	0.14068
ADGRG6	Mel270	0.26418	0.20011
ADGRG6	Mel285	0.28703	0.36625
ADGRG6	MP38	0.16512	0.43992
ADGRG6	MP41	0.029162	0.93048
ADGRG6	MP46	0.11618	0.71859
ADGRG6	OMM1	0.20313	0.33426
ADGRG6	OMM23	0.21271	0.26244
ADGRG6	OMM25	0.28365	0.13267
ADGRG7	921	0.090443	0.96121
ADGRG7	Mel202	-0.0013463	0.97757
ADGRG7	Mel270	-0.14158	0.83355
ADGRG7	Mel285	-0.096576	0.82575
ADGRG7	MP38	-0.036542	0.96103
ADGRG7	MP41	0.013549	0.9574
ADGRG7	MP46	-0.028331	0.95527
ADGRG7	OMM1	-0.053807	0.96735
ADGRG7	OMM23	-0.089942	0.91805
ADGRG7	OMM25	0.061506	0.88456
GPR132	921	0.024288	0.99375
GPR132	Mel202	0.074054	0.84727
GPR132	Mel270	-0.022364	0.99088
GPR132	Mel285	0.0097124	0.98844
GPR132	MP38	-0.070068	0.91204
GPR132	MP41	-0.087733	0.88217
GPR132	MP46	-0.046296	0.92259
GPR132	OMM1	0.0811	0.84012
GPR132	OMM23	0.052814	0.91158
GPR132	OMM25	0.15801	0.58164
ADGRD1	921	0.48544	0.2899
ADGRD1	Mel202	0.091252	0.80899
ADGRD1	Mel270	0.072567	0.85017
ADGRD1	Mel285	0.18685	0.68901
ADGRD1	MP38	0.10147	0.75188
ADGRD1	MP41	0.14365	0.54915
ADGRD1	MP46	0.023737	0.9709
ADGRD1	OMM1	0.13927	0.63179
ADGRD1	OMM23	0.031237	0.95787
ADGRD1	OMM25	0.093162	0.81068
GPR135	921	0.34752	0.58526
GPR135	Mel202	0.15655	0.6268
GPR135	Mel270	0.050524	0.89111
GPR135	Mel285	0.15308	0.77877
GPR135	MP38	0.085991	0.80826
GPR135	MP41	0.080514	0.79173
GPR135	MP46	0.077682	0.86237
GPR135	OMM1	0.15368	0.56846
GPR135	OMM23	-0.033637	0.98313
GPR135	OMM25	0.10915	0.76614
GPR137	921	-0.21659	0.75951
GPR137	Mel202	-0.010641	0.98711
GPR137	Mel270	-0.31732	0.53393
GPR137	Mel285	-0.25538	0.4793
GPR137	MP38	-0.097561	0.861
GPR137	MP41	0.037371	0.91317
GPR137	MP46	-0.033725	0.94855
GPR137	OMM1	0.027078	0.9519
GPR137	OMM23	-0.36992	0.44954
GPR137	OMM25	-0.089145	0.92305
GPR137B	921	0.26206	0.74086
GPR137B	Mel202	0.14658	0.66084
GPR137B	Mel270	0.20281	0.43076
GPR137B	Mel285	0.11863	0.85802
GPR137B	MP38	0.32613	0.018779
GPR137B	MP41	0.24718	0.13753
GPR137B	MP46	0.04115	0.94557
GPR137B	OMM1	0.22869	0.23013
GPR137B	OMM23	0.31026	0.030941
GPR137B	OMM25	0.15594	0.59194
GPR137C	921	0.085112	0.96555
GPR137C	Mel202	-0.051954	0.97879
GPR137C	Mel270	0.022658	0.94487
GPR137C	Mel285	0.1093	0.87832
GPR137C	MP38	0.0051069	0.98607
GPR137C	MP41	0.039194	0.90961
GPR137C	MP46	-0.035069	0.94557
GPR137C	OMM1	0.0842	0.83292
GPR137C	OMM23	-0.082476	0.92716
GPR137C	OMM25	0.014412	0.96714
GPR139	921	-0.34225	0.59044
GPR139	Mel202	-0.056385	0.97512
GPR139	Mel270	-0.052306	0.95597
GPR139	Mel285	0.18385	0.69831
GPR139	MP38	0.042762	0.9221
GPR139	MP41	-0.065775	0.9237
GPR139	MP46	0.020119	0.97544
GPR139	OMM1	-0.032228	0.98736
GPR139	OMM23	0.17431	0.43219
GPR139	OMM25	0.024352	0.95289
GPR141	921	0.3958	0.47238
GPR141	Mel202	0.18017	0.53187
GPR141	Mel270	0.13303	0.68433
GPR141	Mel285	0.15054	0.78488
GPR141	MP38	6.715e-4	0.99117
GPR141	MP41	0.054487	0.87024
GPR141	MP46	0.12714	0.66598
GPR141	OMM1	0.20953	0.30706
GPR141	OMM23	0.081107	0.83284
GPR141	OMM25	0.27598	0.15301
GPR142	921	-0.069762	0.91741
GPR142	Mel202	-0.35211	0.53965
GPR142	Mel270	-0.2163	0.70996
GPR142	Mel285	-0.10754	0.80059
GPR142	MP38	-0.021799	0.98416
GPR142	MP41	-0.06297	0.92844
GPR142	MP46	0.019899	0.97544
GPR142	OMM1	0.10822	0.75469
GPR142	OMM23	0.015432	0.97806
GPR142	OMM25	0.0094992	0.97059
GPR143	921	0.41019	0.44151
GPR143	Mel202	0.20404	0.45565
GPR143	Mel270	0.23629	0.29984
GPR143	Mel285	0.12489	0.84264
GPR143	MP38	0.12394	0.65447
GPR143	MP41	0.23527	0.17531
GPR143	MP46	0.13358	0.63473
GPR143	OMM1	0.24977	0.1659
GPR143	OMM23	0.29538	0.042316
GPR143	OMM25	0.2782	0.14542
GPR146	921	0.57778	0.14223
GPR146	Mel202	0.10417	0.77054
GPR146	Mel270	0.19337	0.47044
GPR146	Mel285	0.21863	0.59177
GPR146	MP38	-0.0098975	0.99667
GPR146	MP41	0.10037	0.71618
GPR146	MP46	0.11021	0.74424
GPR146	OMM1	0.14214	0.62237
GPR146	OMM23	0.18017	0.40917
GPR146	OMM25	0.032835	0.94033
GPR148	921	0.14476	0.90459
GPR148	Mel202	-0.0078575	0.98517
GPR148	Mel270	-0.052489	0.95581
GPR148	Mel285	-0.095308	0.82766
GPR148	MP38	-0.12365	0.8156
GPR148	MP41	-0.12598	0.80269
GPR148	MP46	-0.062584	0.89137
GPR148	OMM1	-0.087539	0.92959
GPR148	OMM23	-5.0755e-6	0.98805
GPR148	OMM25	0.056839	0.89235
GPR149	921	0.021699	0.99221
GPR149	Mel202	0.021669	0.94594
GPR149	Mel270	0.056232	0.8819
GPR149	Mel285	-0.14606	0.73171
GPR149	MP38	0.03682	0.93004
GPR149	MP41	0.05801	0.86026
GPR149	MP46	-0.12672	0.71764
GPR149	OMM1	0.074882	0.85558
GPR149	OMM23	0.0024174	0.98622
GPR149	OMM25	-0.095679	0.91287
GPR15	921	0.43193	0.40439
GPR15	Mel202	0.26465	0.24672
GPR15	Mel270	0.1163	0.73627
GPR15	Mel285	0.42624	0.066274
GPR15	MP38	0.021	0.95879
GPR15	MP41	0.093906	0.73925
GPR15	MP46	0.20466	0.23824
GPR15	OMM1	0.27948	0.10099
GPR15	OMM23	0.10113	0.77415
GPR15	OMM25	0.2837	0.13267
GPR150	921	0.56675	0.15055
GPR150	Mel202	0.047533	0.90262
GPR150	Mel270	0.074976	0.84693
GPR150	Mel285	0.091648	0.91056
GPR150	MP38	0.021216	0.95845
GPR150	MP41	0.15737	0.50038
GPR150	MP46	-0.071063	0.87663
GPR150	OMM1	-0.048895	0.96985
GPR150	OMM23	-0.075309	0.93502
GPR150	OMM25	-0.014133	0.99843
GPR151	921	0.15145	0.89649
GPR151	Mel202	0.16861	0.58023
GPR151	Mel270	0.2744	0.17104
GPR151	Mel285	-0.029556	0.93399
GPR151	MP38	0.075911	0.8341
GPR151	MP41	0.10617	0.69595
GPR151	MP46	0.14038	0.6043
GPR151	OMM1	0.13316	0.65531
GPR151	OMM23	0.045618	0.92594
GPR151	OMM25	0.082594	0.83595
GPR152	921	0.15213	0.896
GPR152	Mel202	-0.042843	0.98685
GPR152	Mel270	0.029603	0.92961
GPR152	Mel285	0.12847	0.83206
GPR152	MP38	0.080229	0.82381
GPR152	MP41	-0.25009	0.53689
GPR152	MP46	0.047661	0.93355
GPR152	OMM1	0.095984	0.79998
GPR152	OMM23	-0.064872	0.95393
GPR152	OMM25	0.030821	0.94403
GPR153	921	0.40238	0.45837
GPR153	Mel202	0.23876	0.33176
GPR153	Mel270	0.18693	0.4934
GPR153	Mel285	0.33082	0.23428
GPR153	MP38	0.14581	0.54376
GPR153	MP41	0.15177	0.51808
GPR153	MP46	0.0076987	0.9939
GPR153	OMM1	0.11241	0.73835
GPR153	OMM23	0.14645	0.57237
GPR153	OMM25	0.23379	0.28231
GPR155	921	0.051095	0.99146
GPR155	Mel202	-0.029811	0.99764
GPR155	Mel270	-0.14483	0.82849
GPR155	Mel285	-0.052687	0.90701
GPR155	MP38	-0.11084	0.83493
GPR155	MP41	-0.12262	0.81041
GPR155	MP46	-0.12979	0.70896
GPR155	OMM1	-0.082843	0.93299
GPR155	OMM23	-0.14332	0.83431
GPR155	OMM25	-0.11532	0.88456
GPR156	921	0.47066	0.31778
GPR156	Mel202	0.24388	0.3119
GPR156	Mel270	-0.12919	0.84968
GPR156	Mel285	0.23449	0.5345
GPR156	MP38	0.19266	0.28985
GPR156	MP41	0.085929	0.77122
GPR156	MP46	0.075974	0.86651
GPR156	OMM1	0.16604	0.51327
GPR156	OMM23	0.10727	0.74726
GPR156	OMM25	0.18557	0.47237
GPR157	921	0.29117	0.68895
GPR157	Mel202	-0.066239	0.96249
GPR157	Mel270	0.097773	0.79287
GPR157	Mel285	0.24713	0.49125
GPR157	MP38	0.0079279	0.98186
GPR157	MP41	0.13577	0.58055
GPR157	MP46	0.14018	0.60447
GPR157	OMM1	0.15708	0.55404
GPR157	OMM23	0.10518	0.75474
GPR157	OMM25	0.12208	0.7202
GPR158	921	0.12194	0.92859
GPR158	Mel202	0.074841	0.84645
GPR158	Mel270	0.045254	0.90149
GPR158	Mel285	0.19169	0.67181
GPR158	MP38	-3.0352e-4	0.99165
GPR158	MP41	0.020274	0.94499
GPR158	MP46	-0.15276	0.62592
GPR158	OMM1	-0.01635	0.99967
GPR158	OMM23	-0.029057	0.98446
GPR158	OMM25	-0.0016928	0.98401
GPR160	921	-0.088499	0.9091
GPR160	Mel202	0.080679	0.85999
GPR160	Mel270	0.25397	0.31987
GPR160	Mel285	0.50321	0.047059
GPR160	MP38	0.24251	0.18069
GPR160	MP41	0.22379	0.3087
GPR160	MP46	0.12902	0.72123
GPR160	OMM1	0.23639	0.30459
GPR160	OMM23	0.1926	0.43253
GPR160	OMM25	0.21775	0.43277
GPR161	921	-0.059214	0.92537
GPR161	Mel202	-0.14389	0.8547
GPR161	Mel270	-0.035368	0.97927
GPR161	Mel285	0.094966	0.90551
GPR161	MP38	-0.048201	0.94133
GPR161	MP41	-0.056362	0.93883
GPR161	MP46	-0.058101	0.90118
GPR161	OMM1	0.017367	0.96582
GPR161	OMM23	0.18839	0.36933
GPR161	OMM25	0.0018812	0.97976
GPR162	921	0.3984	0.46331
GPR162	Mel202	0.14924	0.65129
GPR162	Mel270	0.19453	0.46467
GPR162	Mel285	0.15702	0.7695
GPR162	MP38	0.047416	0.91204
GPR162	MP41	0.14515	0.54311
GPR162	MP46	0.064148	0.89526
GPR162	OMM1	0.079815	0.84414
GPR162	OMM23	0.047919	0.92247
GPR162	OMM25	0.099495	0.79432
GPR17	921	0.42115	0.42434
GPR17	Mel202	0.13083	0.70305
GPR17	Mel270	-0.13123	0.84716
GPR17	Mel285	-0.12009	0.78494
GPR17	MP38	-0.21105	0.61063
GPR17	MP41	-0.027337	0.97986
GPR17	MP46	-0.092225	0.82294
GPR17	OMM1	0.010579	0.97099
GPR17	OMM23	-0.056782	0.96366
GPR17	OMM25	-0.01869	0.99882
GPR171	921	-0.060505	0.92488
GPR171	Mel202	-0.032791	0.99625
GPR171	Mel270	0.11877	0.72596
GPR171	Mel285	0.03531	0.9887
GPR171	MP38	0.13358	0.60697
GPR171	MP41	0.16551	0.46109
GPR171	MP46	-0.036235	0.94557
GPR171	OMM1	0.26014	0.14013
GPR171	OMM23	-0.11012	0.88535
GPR171	OMM25	0.016058	0.9641
GPR173	921	0.45301	0.3538
GPR173	Mel202	0.164	0.59654
GPR173	Mel270	-0.029101	0.98662
GPR173	Mel285	-0.094902	0.829
GPR173	MP38	-0.11694	0.82639
GPR173	MP41	-0.01732	0.99577
GPR173	MP46	-0.013605	0.97343
GPR173	OMM1	0.18484	0.4189
GPR173	OMM23	0.049069	0.91989
GPR173	OMM25	0.08444	0.83456
GPR174	921	0.28992	0.69226
GPR174	Mel202	0.1068	0.76311
GPR174	Mel270	0.082331	0.83184
GPR174	Mel285	0.11674	0.86359
GPR174	MP38	0.035526	0.93184
GPR174	MP41	0.24367	0.14872
GPR174	MP46	0.088764	0.83075
GPR174	OMM1	0.13554	0.64478
GPR174	OMM23	0.1955	0.33721
GPR174	OMM25	0.37326	0.017654
GPR176	921	0.22571	0.80124
GPR176	Mel202	-0.11283	0.90262
GPR176	Mel270	-0.025918	0.9902
GPR176	Mel285	0.1416	0.79806
GPR176	MP38	0.022964	0.95456
GPR176	MP41	-0.12056	0.8171
GPR176	MP46	0.051654	0.92227
GPR176	OMM1	-0.02697	0.99097
GPR176	OMM23	-0.019026	0.99412
GPR176	OMM25	-0.16886	0.80659
GPR179	921	0.30646	0.65973
GPR179	Mel202	0.16449	0.5937
GPR179	Mel270	-0.016787	0.99956
GPR179	Mel285	0.091111	0.91227
GPR179	MP38	0.010821	0.97762
GPR179	MP41	0.0031396	0.97274
GPR179	MP46	-0.023743	0.96226
GPR179	OMM1	0.14065	0.62636
GPR179	OMM23	0.13092	0.64451
GPR179	OMM25	0.043253	0.92305
GPR18	921	-0.066126	0.92096
GPR18	Mel202	0.2266	0.37117
GPR18	Mel270	0.13579	0.67416
GPR18	Mel285	0.18757	0.68576
GPR18	MP38	0.12705	0.64085
GPR18	MP41	0.097172	0.72821
GPR18	MP46	-0.023876	0.9617
GPR18	OMM1	0.15875	0.54729
GPR18	OMM23	-0.011915	0.99972
GPR18	OMM25	0.21157	0.36407
GPR180	921	0.026552	0.99607
GPR180	Mel202	0.10433	0.77054
GPR180	Mel270	0.16282	0.57864
GPR180	Mel285	0.17859	0.71209
GPR180	MP38	0.0023298	0.99051
GPR180	MP41	0.049965	0.88344
GPR180	MP46	-0.036451	0.94557
GPR180	OMM1	0.20711	0.31916
GPR180	OMM23	0.052437	0.91382
GPR180	OMM25	0.18861	0.45929
GPR182	921	0.34444	0.59078
GPR182	Mel202	0.13031	0.70335
GPR182	Mel270	-0.16356	0.80078
GPR182	Mel285	-0.072484	0.87247
GPR182	MP38	-0.13366	0.79246
GPR182	MP41	-0.011472	0.99662
GPR182	MP46	-0.021901	0.96281
GPR182	OMM1	-0.024403	0.99302
GPR182	OMM23	0.0022921	0.98622
GPR182	OMM25	-0.11762	0.88178
GPR183	921	-0.12195	0.86936
GPR183	Mel202	0.12758	0.71248
GPR183	Mel270	0.057895	0.87817
GPR183	Mel285	0.048195	0.97105
GPR183	MP38	0.077078	0.83211
GPR183	MP41	0.066803	0.83871
GPR183	MP46	-0.10507	0.78625
GPR183	OMM1	0.063393	0.88886
