Gene stable ID	Gene stable ID version	Gene name	HGNC symbol	HGNC ID
ENSG00000124568	ENSG00000124568.12	SLC17A1	SLC17A1	HGNC:10929
ENSG00000073861	ENSG00000073861.3	TBX21	TBX21	HGNC:11599
ENSG00000125375	ENSG00000125375.18	DMAC2L	DMAC2L	HGNC:18799
ENSG00000105366	ENSG00000105366.15	SIGLEC8	SIGLEC8	HGNC:10877
ENSG00000065243	ENSG00000065243.20	PKN2	PKN2	HGNC:9406
ENSG00000159111	ENSG00000159111.13	MRPL10	MRPL10	HGNC:14055
ENSG00000127412	ENSG00000127412.7	TRPV5	TRPV5	HGNC:3145
ENSG00000130988	ENSG00000130988.13	RGN	RGN	HGNC:9989
ENSG00000048740	ENSG00000048740.19	CELF2	CELF2	HGNC:2550
ENSG00000163661	ENSG00000163661.4	PTX3	PTX3	HGNC:9692
ENSG00000211448	ENSG00000211448.14	DIO2	DIO2	HGNC:2884
ENSG00000122386	ENSG00000122386.11	ZNF205	ZNF205	HGNC:12996
ENSG00000134825	ENSG00000134825.16	TMEM258	TMEM258	HGNC:1164
ENSG00000188817	ENSG00000188817.8	SNTN	SNTN	HGNC:33706
ENSG00000254521	ENSG00000254521.7	SIGLEC12	SIGLEC12	HGNC:15482
ENSG00000113615	ENSG00000113615.13	SEC24A	SEC24A	HGNC:10703
ENSG00000141294	ENSG00000141294.10	LRRC46	LRRC46	HGNC:25047
ENSG00000139970	ENSG00000139970.18	RTN1	RTN1	HGNC:10467
ENSG00000163634	ENSG00000163634.12	THOC7	THOC7	HGNC:29874
ENSG00000107249	ENSG00000107249.24	GLIS3	GLIS3	HGNC:28510
ENSG00000124564	ENSG00000124564.17	SLC17A3	SLC17A3	HGNC:10931
ENSG00000168496	ENSG00000168496.4	FEN1	FEN1	HGNC:3650
ENSG00000141295	ENSG00000141295.14	SCRN2	SCRN2	HGNC:30381
ENSG00000197993	ENSG00000197993.9	KEL	KEL	HGNC:6308
ENSG00000105492	ENSG00000105492.16	SIGLEC6	SIGLEC6	HGNC:10875
ENSG00000250510	ENSG00000250510.8	GPR162	GPR162	HGNC:16693
ENSG00000182872	ENSG00000182872.16	RBM10	RBM10	HGNC:9896
ENSG00000274305	ENSG00000274305.4	LENG8	LENG8	HGNC:15500
ENSG00000149485	ENSG00000149485.19	FADS1	FADS1	HGNC:3574
ENSG00000164615	ENSG00000164615.6	CAMLG	CAMLG	HGNC:1471
ENSG00000198183	ENSG00000198183.13	BPIFA1	BPIFA1	HGNC:15749
ENSG00000181847	ENSG00000181847.12	TIGIT	TIGIT	HGNC:26838
ENSG00000145833	ENSG00000145833.16	DDX46	DDX46	HGNC:18681
ENSG00000166816	ENSG00000166816.15	LDHD	LDHD	HGNC:19708
ENSG00000117528	ENSG00000117528.14	ABCD3	ABCD3	HGNC:67
ENSG00000182481	ENSG00000182481.10	KPNA2	KPNA2	HGNC:6395
ENSG00000274616	ENSG00000274616.4	CNOT3	CNOT3	HGNC:7879
ENSG00000110811	ENSG00000110811.20	P3H3	P3H3	HGNC:19318
ENSG00000100526	ENSG00000100526.21	CDKN3	CDKN3	HGNC:1791
ENSG00000112343	ENSG00000112343.11	TRIM38	TRIM38	HGNC:10059
ENSG00000159763	ENSG00000159763.4	PIP	PIP	HGNC:8993
ENSG00000165131	ENSG00000165131.8	LLCFC1	LLCFC1	HGNC:21750
ENSG00000130957	ENSG00000130957.5	FBP2	FBP2	HGNC:3607
ENSG00000124610	ENSG00000124610.5	H1-1	H1-1	HGNC:4715
ENSG00000275714	ENSG00000275714.2	H3C1	H3C1	HGNC:4766
ENSG00000286522	ENSG00000286522.2	H3C2	H3C2	HGNC:4776
ENSG00000105497	ENSG00000105497.8	ZNF175	ZNF175	HGNC:12964
ENSG00000278463	ENSG00000278463.2	H2AC4	H2AC4	HGNC:4734
ENSG00000059122	ENSG00000059122.17	FLYWCH1	FLYWCH1	HGNC:25404
ENSG00000287080	ENSG00000287080.2	H3C3	H3C3	HGNC:4768
ENSG00000187475	ENSG00000187475.6	H1-6	H1-6	HGNC:4720
ENSG00000164675	ENSG00000164675.11	IQUB	IQUB	HGNC:21995
ENSG00000168298	ENSG00000168298.7	H1-4	H1-4	HGNC:4718
ENSG00000274290	ENSG00000274290.3	H2BC6	H2BC6	HGNC:4753
ENSG00000165140	ENSG00000165140.12	FBP1	FBP1	HGNC:3606
ENSG00000277157	ENSG00000277157.2	H4C4	H4C4	HGNC:4782
ENSG00000204516	ENSG00000204516.10	MICB	MICB	HGNC:7091
ENSG00000151090	ENSG00000151090.20	THRB	THRB	HGNC:11799
ENSG00000132821	ENSG00000132821.12	VSTM2L	VSTM2L	HGNC:16096
ENSG00000105509	ENSG00000105509.11	HAS1	HAS1	HGNC:4818
ENSG00000278516	ENSG00000278516.1	LENG1	LENG1	HGNC:15502
ENSG00000124209	ENSG00000124209.4	RAB22A	RAB22A	HGNC:9764
ENSG00000256525	ENSG00000256525.8	POLG2	POLG2	HGNC:9180
ENSG00000274110	ENSG00000274110.4	LAIR1	LAIR1	HGNC:6477
ENSG00000124164	ENSG00000124164.16	VAPB	VAPB	HGNC:12649
ENSG00000171049	ENSG00000171049.9	FPR2	FPR2	HGNC:3827
ENSG00000128641	ENSG00000128641.19	MYO1B	MYO1B	HGNC:7596
ENSG00000106780	ENSG00000106780.9	MEGF9	MEGF9	HGNC:3234
ENSG00000130985	ENSG00000130985.17	UBA1	UBA1	HGNC:12469
ENSG00000187474	ENSG00000187474.5	FPR3	FPR3	HGNC:3828
ENSG00000274671	ENSG00000274671.4	MARVELD2	MARVELD2	HGNC:26401
ENSG00000181904	ENSG00000181904.9	C5orf24	C5orf24	HGNC:26746
ENSG00000204511	ENSG00000204511.3	MCCD1	MCCD1	HGNC:20668
ENSG00000157335	ENSG00000157335.21	CLEC18C	CLEC18C	HGNC:28538
ENSG00000104967	ENSG00000104967.8	NOVA2	NOVA2	HGNC:7887
ENSG00000119402	ENSG00000119402.18	FBXW2	FBXW2	HGNC:13608
ENSG00000108854	ENSG00000108854.16	SMURF2	SMURF2	HGNC:16809
ENSG00000198768	ENSG00000198768.11	APCDD1L	APCDD1L	HGNC:26892
ENSG00000113621	ENSG00000113621.15	TXNDC15	TXNDC15	HGNC:20652
ENSG00000111664	ENSG00000111664.11	GNB3	GNB3	HGNC:4400
ENSG00000128609	ENSG00000128609.16	NDUFA5	NDUFA5	HGNC:7688
ENSG00000198563	ENSG00000198563.14	DDX39B	DDX39B	HGNC:13917
ENSG00000124222	ENSG00000124222.23	STX16	STX16	HGNC:11431
ENSG00000096996	ENSG00000096996.16	IL12RB1	IL12RB1	HGNC:5971
ENSG00000119392	ENSG00000119392.16	GLE1	GLE1	HGNC:4315
ENSG00000177556	ENSG00000177556.12	ATOX1	ATOX1	HGNC:798
ENSG00000273814	ENSG00000273814.4	OCLN	OCLN	HGNC:8104
ENSG00000036549	ENSG00000036549.13	ZZZ3	ZZZ3	HGNC:24523
ENSG00000145888	ENSG00000145888.11	GLRA1	GLRA1	HGNC:4326
ENSG00000275045	ENSG00000275045.4	GTF2H2	GTF2H2	HGNC:4656
ENSG00000221968	ENSG00000221968.9	FADS3	FADS3	HGNC:3576
ENSG00000170807	ENSG00000170807.12	LMOD2	LMOD2	HGNC:6648
ENSG00000106299	ENSG00000106299.8	WASL	WASL	HGNC:12735
ENSG00000108654	ENSG00000108654.16	DDX5	DDX5	HGNC:2746
ENSG00000010626	ENSG00000010626.15	LRRC23	LRRC23	HGNC:19138
ENSG00000106302	ENSG00000106302.10	HYAL4	HYAL4	HGNC:5323
ENSG00000182631	ENSG00000182631.7	RXFP3	RXFP3	HGNC:24883
ENSG00000164175	ENSG00000164175.15	SLC45A2	SLC45A2	HGNC:16472
ENSG00000216490	ENSG00000216490.4	IFI30	IFI30	HGNC:5398
ENSG00000100852	ENSG00000100852.14	ARHGAP5	ARHGAP5	HGNC:675
ENSG00000106333	ENSG00000106333.13	PCOLCE	PCOLCE	HGNC:8738
ENSG00000276920	ENSG00000276920.4	NKD2	NKD2	HGNC:17046
ENSG00000106330	ENSG00000106330.12	MOSPD3	MOSPD3	HGNC:25078
ENSG00000082196	ENSG00000082196.21	C1QTNF3	C1QTNF3	HGNC:14326
ENSG00000254858	ENSG00000254858.10	MPV17L2	MPV17L2	HGNC:28177
ENSG00000189433	ENSG00000189433.7	GJB4	GJB4	HGNC:4286
ENSG00000273622	ENSG00000273622.1	CDC42EP5	CDC42EP5	HGNC:17408
ENSG00000142700	ENSG00000142700.12	DMRTA2	DMRTA2	HGNC:13908
ENSG00000165795	ENSG00000165795.25	NDRG2	NDRG2	HGNC:14460
ENSG00000169258	ENSG00000169258.7	GPRIN1	GPRIN1	HGNC:24835
ENSG00000276482	ENSG00000276482.3	SLC12A7	SLC12A7	HGNC:10915
ENSG00000105649	ENSG00000105649.10	RAB3A	RAB3A	HGNC:9777
ENSG00000074317	ENSG00000074317.11	SNCB	SNCB	HGNC:11140
ENSG00000277924	ENSG00000277924.5	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000127124	ENSG00000127124.16	HIVEP3	HIVEP3	HGNC:13561
ENSG00000106327	ENSG00000106327.13	TFR2	TFR2	HGNC:11762
ENSG00000277398	ENSG00000277398.5	LILRA1	LILRA1	HGNC:6602
ENSG00000140807	ENSG00000140807.7	NKD1	NKD1	HGNC:17045
ENSG00000167994	ENSG00000167994.13	RAB3IL1	RAB3IL1	HGNC:9780
ENSG00000130522	ENSG00000130522.6	JUND	JUND	HGNC:6206
ENSG00000130520	ENSG00000130520.11	LSM4	LSM4	HGNC:17259
ENSG00000156042	ENSG00000156042.19	CFAP70	CFAP70	HGNC:30726
ENSG00000125779	ENSG00000125779.24	PANK2	PANK2	HGNC:15894
ENSG00000111674	ENSG00000111674.9	ENO2	ENO2	HGNC:3353
ENSG00000137936	ENSG00000137936.18	BCAR3	BCAR3	HGNC:973
ENSG00000226979	ENSG00000226979.9	LTA	LTA	HGNC:6709
ENSG00000169714	ENSG00000169714.17	CNBP	CNBP	HGNC:13164
ENSG00000175766	ENSG00000175766.13	EIF4E1B	EIF4E1B	HGNC:33179
ENSG00000275819	ENSG00000275819.4	LAIR2	LAIR2	HGNC:6478
ENSG00000147123	ENSG00000147123.12	NDUFB11	NDUFB11	HGNC:20372
ENSG00000130517	ENSG00000130517.14	PGPEP1	PGPEP1	HGNC:13568
ENSG00000124920	ENSG00000124920.14	MYRF	MYRF	HGNC:1181
ENSG00000227507	ENSG00000227507.3	LTB	LTB	HGNC:6711
ENSG00000165006	ENSG00000165006.14	UBAP1	UBAP1	HGNC:12461
ENSG00000198088	ENSG00000198088.10	NUP62CL	NUP62CL	HGNC:25960
ENSG00000107669	ENSG00000107669.19	ATE1	ATE1	HGNC:782
ENSG00000048140	ENSG00000048140.18	TSPAN17	TSPAN17	HGNC:13594
ENSG00000278613	ENSG00000278613.4	NAIP	NAIP	HGNC:7634
ENSG00000175489	ENSG00000175489.10	LRRC25	LRRC25	HGNC:29806
ENSG00000274495	ENSG00000274495.1	LENG9	LENG9	HGNC:16306
ENSG00000204482	ENSG00000204482.11	LST1	LST1	HGNC:14189
ENSG00000277060	ENSG00000277060.4	NLRP2	NLRP2	HGNC:22948
ENSG00000080572	ENSG00000080572.14	DNAAF6	DNAAF6	HGNC:28570
ENSG00000077080	ENSG00000077080.10	ACTL6B	ACTL6B	HGNC:160
ENSG00000205336	ENSG00000205336.14	ADGRG1	ADGRG1	HGNC:4512
ENSG00000130511	ENSG00000130511.16	SSBP4	SSBP4	HGNC:15676
ENSG00000277263	ENSG00000277263.1	HLA-DRA	HLA-DRA	HGNC:4947
ENSG00000172354	ENSG00000172354.10	GNB2	GNB2	HGNC:4398
ENSG00000073792	ENSG00000073792.16	IGF2BP2	IGF2BP2	HGNC:28867
ENSG00000165240	ENSG00000165240.22	ATP7A	ATP7A	HGNC:869
ENSG00000165678	ENSG00000165678.22	GHITM	GHITM	HGNC:17281
ENSG00000132792	ENSG00000132792.21	CTNNBL1	CTNNBL1	HGNC:15879
ENSG00000151304	ENSG00000151304.6	SRFBP1	SRFBP1	HGNC:26333
ENSG00000111676	ENSG00000111676.15	ATN1	ATN1	HGNC:3033
ENSG00000186638	ENSG00000186638.17	KIF24	KIF24	HGNC:19916
ENSG00000188373	ENSG00000188373.5	GPR15LG	GPR15LG	HGNC:31428
ENSG00000143032	ENSG00000143032.8	BARHL2	BARHL2	HGNC:954
ENSG00000148600	ENSG00000148600.15	CDHR1	CDHR1	HGNC:14550
ENSG00000173258	ENSG00000173258.13	ZNF483	ZNF483	HGNC:23384
ENSG00000117519	ENSG00000117519.16	CNN3	CNN3	HGNC:2157
ENSG00000185359	ENSG00000185359.14	HGS	HGS	HGNC:4897
ENSG00000113083	ENSG00000113083.15	LOX	LOX	HGNC:6664
ENSG00000278729	ENSG00000278729.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000129152	ENSG00000129152.4	MYOD1	MYOD1	HGNC:7611
ENSG00000111678	ENSG00000111678.11	C12orf57	C12orf57	HGNC:29521
ENSG00000129159	ENSG00000129159.9	KCNC1	KCNC1	HGNC:6233
ENSG00000106853	ENSG00000106853.20	PTGR1	PTGR1	HGNC:18429
ENSG00000276042	ENSG00000276042.4	LILRB4	LILRB4	HGNC:6608
ENSG00000204475	ENSG00000204475.10	NCR3	NCR3	HGNC:19077
ENSG00000111679	ENSG00000111679.17	PTPN6	PTPN6	HGNC:9658
ENSG00000275122	ENSG00000275122.4	THEMIS	THEMIS	HGNC:21569
ENSG00000134215	ENSG00000134215.16	VAV3	VAV3	HGNC:12659
ENSG00000168385	ENSG00000168385.18	SEPTIN2	SEPTIN2	HGNC:7729
ENSG00000105655	ENSG00000105655.19	ISYNA1	ISYNA1	HGNC:29821
ENSG00000076043	ENSG00000076043.11	REXO2	REXO2	HGNC:17851
ENSG00000204033	ENSG00000204033.10	LRIT2	LRIT2	HGNC:23443
ENSG00000181163	ENSG00000181163.14	NPM1	NPM1	HGNC:7910
ENSG00000148604	ENSG00000148604.15	RGR	RGR	HGNC:9990
ENSG00000204472	ENSG00000204472.13	AIF1	AIF1	HGNC:352
ENSG00000075043	ENSG00000075043.21	KCNQ2	KCNQ2	HGNC:6296
ENSG00000174255	ENSG00000174255.8	ZNF80	ZNF80	HGNC:13155
ENSG00000172336	ENSG00000172336.5	POP7	POP7	HGNC:19949
ENSG00000130427	ENSG00000130427.3	EPO	EPO	HGNC:3415
ENSG00000163660	ENSG00000163660.12	CCNL1	CCNL1	HGNC:20569
ENSG00000274384	ENSG00000274384.4	TMC4	TMC4	HGNC:22998
ENSG00000204444	ENSG00000204444.11	APOM	APOM	HGNC:13916
ENSG00000181513	ENSG00000181513.15	ACBD4	ACBD4	HGNC:23337
ENSG00000059769	ENSG00000059769.20	DNAJC25	DNAJC25	HGNC:34187
ENSG00000148602	ENSG00000148602.6	LRIT1	LRIT1	HGNC:23404
ENSG00000026025	ENSG00000026025.16	VIM	VIM	HGNC:12692
ENSG00000242616	ENSG00000242616.4	GNG10	GNG10	HGNC:4402
ENSG00000010361	ENSG00000010361.14	FUZ	FUZ	HGNC:26219
ENSG00000204439	ENSG00000204439.4	C6orf47	C6orf47	HGNC:19076
ENSG00000204438	ENSG00000204438.11	GPANK1	GPANK1	HGNC:13920
ENSG00000148154	ENSG00000148154.10	UGCG	UGCG	HGNC:12524
ENSG00000137634	ENSG00000137634.10	NXPE4	NXPE4	HGNC:23117
ENSG00000273592	ENSG00000273592.4	MBOAT7	MBOAT7	HGNC:15505
ENSG00000149573	ENSG00000149573.9	MPZL2	MPZL2	HGNC:3496
ENSG00000165181	ENSG00000165181.17	SHOC1	SHOC1	HGNC:26535
ENSG00000151834	ENSG00000151834.16	GABRA2	GABRA2	HGNC:4076
ENSG00000152078	ENSG00000152078.10	TLCD4	TLCD4	HGNC:26477
ENSG00000111669	ENSG00000111669.15	TPI1	TPI1	HGNC:12009
ENSG00000186834	ENSG00000186834.4	HEXIM1	HEXIM1	HGNC:24953
ENSG00000136448	ENSG00000136448.13	NMT1	NMT1	HGNC:7857
ENSG00000171492	ENSG00000171492.14	LRRC8D	LRRC8D	HGNC:16992
ENSG00000110195	ENSG00000110195.14	FOLR1	FOLR1	HGNC:3791
ENSG00000102104	ENSG00000102104.9	RS1	RS1	HGNC:10457
ENSG00000172731	ENSG00000172731.15	LRRC20	LRRC20	HGNC:23421
ENSG00000044446	ENSG00000044446.12	PHKA2	PHKA2	HGNC:8926
ENSG00000170989	ENSG00000170989.10	S1PR1	S1PR1	HGNC:3165
ENSG00000204427	ENSG00000204427.12	ABHD16A	ABHD16A	HGNC:13921
ENSG00000262599	ENSG00000262599.5	DENND11	DENND11	HGNC:29472
ENSG00000144959	ENSG00000144959.11	NCEH1	NCEH1	HGNC:29260
ENSG00000274129	ENSG00000274129.4	TSEN34	TSEN34	HGNC:15506
ENSG00000223601	ENSG00000223601.3	EBLN1	EBLN1	HGNC:39430
ENSG00000107130	ENSG00000107130.10	NCS1	NCS1	HGNC:3953
ENSG00000148444	ENSG00000148444.16	COMMD3	COMMD3	HGNC:23332
ENSG00000204842	ENSG00000204842.18	ATXN2	ATXN2	HGNC:10555
ENSG00000273873	ENSG00000273873.4	BDP1	BDP1	HGNC:13652
ENSG00000198585	ENSG00000198585.12	NUDT16	NUDT16	HGNC:26442
ENSG00000116299	ENSG00000116299.17	ELAPOR1	ELAPOR1	HGNC:29618
ENSG00000101945	ENSG00000101945.17	SUV39H1	SUV39H1	HGNC:11479
ENSG00000181744	ENSG00000181744.9	DIPK2A	DIPK2A	HGNC:28490
ENSG00000161381	ENSG00000161381.14	PLXDC1	PLXDC1	HGNC:20945
ENSG00000262771	ENSG00000262771.5	SSBP1	SSBP1	HGNC:11317
ENSG00000039650	ENSG00000039650.12	PNKP	PNKP	HGNC:9154
ENSG00000087053	ENSG00000087053.20	MTMR2	MTMR2	HGNC:7450
ENSG00000196411	ENSG00000196411.10	EPHB4	EPHB4	HGNC:3395
ENSG00000130707	ENSG00000130707.18	ASS1	ASS1	HGNC:758
ENSG00000171433	ENSG00000171433.12	GLOD5	GLOD5	HGNC:33358
ENSG00000144840	ENSG00000144840.10	RABL3	RABL3	HGNC:18072
ENSG00000274950	ENSG00000274950.4	RPS9	RPS9	HGNC:10442
ENSG00000187682	ENSG00000187682.2	ERAS	ERAS	HGNC:5174
ENSG00000100170	ENSG00000100170.10	SLC5A1	SLC5A1	HGNC:11036
ENSG00000177300	ENSG00000177300.7	CLDN22	CLDN22	HGNC:2044
ENSG00000197057	ENSG00000197057.10	DTHD1	DTHD1	HGNC:37261
ENSG00000102109	ENSG00000102109.9	PCSK1N	PCSK1N	HGNC:17301
ENSG00000102103	ENSG00000102103.18	PQBP1	PQBP1	HGNC:9330
ENSG00000100225	ENSG00000100225.18	FBXO7	FBXO7	HGNC:13586
ENSG00000275019	ENSG00000275019.5	LILRB3	LILRB3	HGNC:6607
ENSG00000262327	ENSG00000262327.7	AGK	AGK	HGNC:21869
ENSG00000163635	ENSG00000163635.20	ATXN7	ATXN7	HGNC:10560
ENSG00000168743	ENSG00000168743.13	NPNT	NPNT	HGNC:27405
ENSG00000275300	ENSG00000275300.4	MCCC2	MCCC2	HGNC:6937
ENSG00000263042	ENSG00000263042.5	WEE2	WEE2	HGNC:19684
ENSG00000136870	ENSG00000136870.11	ZNF189	ZNF189	HGNC:12980
ENSG00000168092	ENSG00000168092.14	PAFAH1B2	PAFAH1B2	HGNC:8575
ENSG00000168283	ENSG00000168283.14	BMI1	BMI1	HGNC:1066
ENSG00000146828	ENSG00000146828.18	SLC12A9	SLC12A9	HGNC:17435
ENSG00000141748	ENSG00000141748.13	ARL5C	ARL5C	HGNC:31111
ENSG00000160408	ENSG00000160408.16	ST6GALNAC6	ST6GALNAC6	HGNC:23364
ENSG00000100234	ENSG00000100234.12	TIMP3	TIMP3	HGNC:11822
ENSG00000141750	ENSG00000141750.7	STAC2	STAC2	HGNC:23990
ENSG00000185666	ENSG00000185666.16	SYN3	SYN3	HGNC:11496
ENSG00000204424	ENSG00000204424.10	LY6G6F	LY6G6F	HGNC:13933
ENSG00000170190	ENSG00000170190.16	SLC16A5	SLC16A5	HGNC:10926
ENSG00000149591	ENSG00000149591.17	TAGLN	TAGLN	HGNC:11553
ENSG00000189269	ENSG00000189269.13	DRICH1	DRICH1	HGNC:28031
ENSG00000204421	ENSG00000204421.3	LY6G6C	LY6G6C	HGNC:13936
ENSG00000093000	ENSG00000093000.19	NUP50	NUP50	HGNC:8065
ENSG00000282185	ENSG00000282185.1	PTPRN2	PTPRN2	HGNC:9677
ENSG00000102100	ENSG00000102100.16	SLC35A2	SLC35A2	HGNC:11022
ENSG00000169064	ENSG00000169064.13	ZBBX	ZBBX	HGNC:26245
ENSG00000043591	ENSG00000043591.6	ADRB1	ADRB1	HGNC:285
ENSG00000165813	ENSG00000165813.20	CCDC186	CCDC186	HGNC:24349
ENSG00000274349	ENSG00000274349.5	ZNF658	ZNF658	HGNC:25226
ENSG00000204410	ENSG00000204410.16	MSH5	MSH5	HGNC:7328
ENSG00000125449	ENSG00000125449.7	ARMC7	ARMC7	HGNC:26168
ENSG00000087077	ENSG00000087077.14	TRIP6	TRIP6	HGNC:12311
ENSG00000125458	ENSG00000125458.7	NT5C	NT5C	HGNC:17144
ENSG00000135063	ENSG00000135063.20	ENTREP1	ENTREP1	HGNC:24820
ENSG00000281429	ENSG00000281429.1	FAM20C	FAM20C	HGNC:22140
ENSG00000167257	ENSG00000167257.11	RNF214	RNF214	HGNC:25335
ENSG00000165816	ENSG00000165816.13	VWA2	VWA2	HGNC:24709
ENSG00000137962	ENSG00000137962.13	ARHGAP29	ARHGAP29	HGNC:30207
ENSG00000125841	ENSG00000125841.14	NRSN2	NRSN2	HGNC:16229
ENSG00000204176	ENSG00000204176.14	SYT15	SYT15	HGNC:17167
ENSG00000189159	ENSG00000189159.16	JPT1	JPT1	HGNC:14569
ENSG00000053900	ENSG00000053900.11	ANAPC4	ANAPC4	HGNC:19990
ENSG00000275806	ENSG00000275806.1	TARM1	TARM1	HGNC:37250
ENSG00000198680	ENSG00000198680.6	TUSC1	TUSC1	HGNC:31010
ENSG00000164182	ENSG00000164182.12	NDUFAF2	NDUFAF2	HGNC:28086
ENSG00000274887	ENSG00000274887.4	VSTM1	VSTM1	HGNC:29455
ENSG00000187753	ENSG00000187753.13	C9orf153	C9orf153	HGNC:31456
ENSG00000087087	ENSG00000087087.20	SRRT	SRRT	HGNC:24101
ENSG00000101255	ENSG00000101255.13	TRIB3	TRIB3	HGNC:16228
ENSG00000119138	ENSG00000119138.5	KLF9	KLF9	HGNC:1123
ENSG00000168671	ENSG00000168671.10	UGT3A2	UGT3A2	HGNC:27266
ENSG00000243543	ENSG00000243543.10	WFDC6	WFDC6	HGNC:16164
ENSG00000204175	ENSG00000204175.6	GPRIN2	GPRIN2	HGNC:23730
ENSG00000197818	ENSG00000197818.12	SLC9A8	SLC9A8	HGNC:20728
ENSG00000107679	ENSG00000107679.15	PLEKHA1	PLEKHA1	HGNC:14335
ENSG00000136813	ENSG00000136813.15	ECPAS	ECPAS	HGNC:29020
ENSG00000130638	ENSG00000130638.18	ATXN10	ATXN10	HGNC:10549
ENSG00000104973	ENSG00000104973.19	MED25	MED25	HGNC:28845
ENSG00000089063	ENSG00000089063.16	TMEM230	TMEM230	HGNC:15876
ENSG00000164187	ENSG00000164187.7	LMBRD2	LMBRD2	HGNC:25287
ENSG00000107957	ENSG00000107957.17	SH3PXD2A	SH3PXD2A	HGNC:23664
ENSG00000181458	ENSG00000181458.10	TMEM45A	TMEM45A	HGNC:25480
ENSG00000275605	ENSG00000275605.1	NDUFA3	NDUFA3	HGNC:7686
ENSG00000276464	ENSG00000276464.4	POMZP3	POMZP3	HGNC:9203
ENSG00000277088	ENSG00000277088.4	OSCAR	OSCAR	HGNC:29960
ENSG00000188612	ENSG00000188612.12	SUMO2	SUMO2	HGNC:11125
ENSG00000128815	ENSG00000128815.20	WDFY4	WDFY4	HGNC:29323
ENSG00000117154	ENSG00000117154.12	IGSF21	IGSF21	HGNC:28246
ENSG00000282813	ENSG00000282813.1	ARMC10	ARMC10	HGNC:21706
ENSG00000152620	ENSG00000152620.13	NADK2	NADK2	HGNC:26404
ENSG00000110274	ENSG00000110274.16	CEP164	CEP164	HGNC:29182
ENSG00000162377	ENSG00000162377.6	COA7	COA7	HGNC:25716
ENSG00000163145	ENSG00000163145.13	C1QTNF7	C1QTNF7	HGNC:14342
ENSG00000125450	ENSG00000125450.11	NUP85	NUP85	HGNC:8734
ENSG00000151092	ENSG00000151092.18	NGLY1	NGLY1	HGNC:17646
ENSG00000116774	ENSG00000116774.12	OLFML3	OLFML3	HGNC:24956
ENSG00000274418	ENSG00000274418.1	RDH13	RDH13	HGNC:19978
ENSG00000162975	ENSG00000162975.5	KCNF1	KCNF1	HGNC:6246
ENSG00000276184	ENSG00000276184.4	UPK3B	UPK3B	HGNC:21444
ENSG00000275723	ENSG00000275723.4	NAPEPLD	NAPEPLD	HGNC:21683
ENSG00000150873	ENSG00000150873.12	C2orf50	C2orf50	HGNC:26324
ENSG00000188064	ENSG00000188064.10	WNT7B	WNT7B	HGNC:12787
ENSG00000278161	ENSG00000278161.1	TFPT	TFPT	HGNC:13630
ENSG00000162976	ENSG00000162976.13	SLC66A3	SLC66A3	HGNC:28503
ENSG00000067445	ENSG00000067445.22	TRO	TRO	HGNC:12326
ENSG00000277707	ENSG00000277707.4	PRPF31	PRPF31	HGNC:15446
ENSG00000023909	ENSG00000023909.10	GCLM	GCLM	HGNC:4312
ENSG00000164116	ENSG00000164116.17	GUCY1A1	GUCY1A1	HGNC:4685
ENSG00000101132	ENSG00000101132.11	PFDN4	PFDN4	HGNC:8868
ENSG00000128383	ENSG00000128383.14	APOBEC3A	APOBEC3A	HGNC:17343
ENSG00000282379	ENSG00000282379.1	DTX2	DTX2	HGNC:15973
ENSG00000055950	ENSG00000055950.17	MRPL43	MRPL43	HGNC:14517
ENSG00000196227	ENSG00000196227.11	FAM217B	FAM217B	HGNC:16170
ENSG00000198911	ENSG00000198911.13	SREBF2	SREBF2	HGNC:11290
ENSG00000069702	ENSG00000069702.11	TGFBR3	TGFBR3	HGNC:11774
ENSG00000278316	ENSG00000278316.4	GP6	GP6	HGNC:14388
ENSG00000182885	ENSG00000182885.17	ADGRG3	ADGRG3	HGNC:13728
ENSG00000132825	ENSG00000132825.7	PPP1R3D	PPP1R3D	HGNC:9294
ENSG00000124215	ENSG00000124215.17	CDH26	CDH26	HGNC:15902
ENSG00000274609	ENSG00000274609.1	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000169016	ENSG00000169016.17	E2F6	E2F6	HGNC:3120
ENSG00000183908	ENSG00000183908.7	LRRC55	LRRC55	HGNC:32324
ENSG00000124249	ENSG00000124249.7	KCNK15	KCNK15	HGNC:13814
ENSG00000145604	ENSG00000145604.17	SKP2	SKP2	HGNC:10901
ENSG00000149115	ENSG00000149115.14	TNKS1BP1	TNKS1BP1	HGNC:19081
ENSG00000101098	ENSG00000101098.13	RIMS4	RIMS4	HGNC:16183
ENSG00000159625	ENSG00000159625.15	DRC7	DRC7	HGNC:25289
ENSG00000107929	ENSG00000107929.16	LARP4B	LARP4B	HGNC:28987
ENSG00000125447	ENSG00000125447.18	GGA3	GGA3	HGNC:17079
ENSG00000188566	ENSG00000188566.15	NDOR1	NDOR1	HGNC:29838
ENSG00000089012	ENSG00000089012.14	SIRPG	SIRPG	HGNC:15757
ENSG00000178078	ENSG00000178078.12	STAP2	STAP2	HGNC:30430
ENSG00000275545	ENSG00000275545.5	KIR3DL1	KIR3DL1	HGNC:6338
